"content","cmp_code","eu_code"
"Die obersten zehn Prozent verfügen über mehr als die Hälfte aller Vermögen, die untere Hälfte der Bevölkerung besitzt fast gar nichts.","503",NA
"Das ist nicht akzeptabel.","503",NA
"Umverteilen für soziale Gerechtigkeit, Bildung und sozial-ökologischen Umbau",NA,NA
"Der private Reichtum nimmt zu, auch weil die Steuern für Reiche und für Unternehmen vor rund zehn Jahren von SPD und Grünen drastisch gesenkt wurden.","503",NA
"Wer viel hat, erhält zahlreiche Möglichkeiten, das Vermögen weiter zu vermehren und sich der Finanzierung des Gemeinwohls zu entziehen.","503",NA
"Wer wenig hat, muss viel und mehrfach bezahlen – beispielsweise aufgrund der Privatisierung öffentlichen Eigentums und des Rückbaus sozialer Sicherungssysteme.","503",NA
"Hohe Vermögen, Spitzeneinkommen, Kapitalgewinne, Finanztransaktionen und große Erbschaften müssen stärker beziehungsweise überhaupt besteuert werden.","503",NA
"- Wir fordern, eine Millionärsteuer – also eine Vermögensteuer für Millionäre – einzuführen.","503",NA
"Dabei bleibt die erste Million des Vermögens steuerfrei.","503",NA
"Danach wird ein Steuersatz in Höhe von fünf Prozent auf Privat- und Betriebsvermögen erhoben, unter Abzug der darauf lastenden Schulden.","503",NA
"Für betriebsnotwendiges Sachvermögen von Einzelunternehmerinnen und Einzelunternehmern und Personenunternehmen gilt ein erhöhter Freibetrag von fünf Millionen Euro.","402",NA
"Die Regelung stellt die Handlungsfähigkeit von (kleinen und mittleren) Unternehmen nicht in Frage.","402",NA
"Sie verhindert, dass Privatvermögen in Betriebsvermögen verschoben und so der Millionärsteuer entzogen","503",NA
"werden kann.",NA,NA
"Für ein privates Geld- bzw.","503",NA
"Immobilienvermögen von zwei Millionen",NA,NA
"Euro müssten zum Beispiel 50.000 Euro",NA,NA
"Steuern im Jahr bezahlt werden.",NA,NA
"Jährliche","503",NA
"Mehreinnahmen: 80 Milliarden Euro.",NA,NA
"- Große Erbschaften werden in Deutschland im Vergleich zu anderen EU-Staaten viel zu gering besteuert.","503",NA
"Mit einer Reform der Steuersätze und der Steuerbefreiungen wollen wir die Einnahmen aus der Erbschaftsteuer deutlich erhöhen.","503",NA
"Normales selbstgenutztes Wohneigentum und sonstige kleinere Immobilien bleiben von der Erbschaftsteuer verschont.","503",NA
"Die zur Sicherung von Arbeitsplätzen unnötigen, nur dem Erhalt von privaten Multimillionenvermögen dienenden Begünstigungen von Unternehmenserben wollen wir abschaffen.","503",NA
"JährlicheMehreinnahmen: 7 Milliarden Euro.","503",NA
"- Die Unternehmenssteuern wurden in den letzten Jahren massiv gesenkt.","503",NA
"Die Körperschaftsteuer muss wieder auf 25 Prozent erhöht werden.","503",NA
"DIE LINKE setzt sich für eine europaweite Vereinheitlichung der Unternehmensbesteuerung zur Verhinderung von Steuerwettbewerb ein.","503",NA
"Die Steuerbefreiung von Veräußerungsgewinnen wollen wir zurücknehmen.","503",NA
"Jährliche Mehreinnahmen: 35 Milliarden Euro.","503",NA
"-  Die von der CDU/CSU und FDP durch-gesetzte  »Mövenpicksteuer«  (ermäßigter Umsatzsteuersatz  für  Hotels  und  Beherber-gungsleistungen)  muss zurückgenommen werden.","503",NA
"Jährliche Mehreinnahmen:  1  Milliarde Euro.","503",NA
"- Um die unsoziale Wirkung der Umsatzsteuer auszugleichen, wird der ermäßigte Umsatzsteuersatz auf Produkte und Dienstleistungen für Kinder, arbeitsintensive Handwerks-Dienstleistungen, apothekenpflichtige Arzneimittel sowie für den Schienenpersonenverkehr eingeführt.","409",NA
"Bei Produkten und Dienstleistungen für Kinder sowie arbeitsintensiven Handwerks-Dienstleistungen wollen wir uns dafür einsetzen, dass bei den EU-Vorgaben die entsprechenden Anwendungsbereiche für den ermäßigten Umsatzsteuersatz ausgeweitet werden.","409",NA
"- Der Steuervollzug auf Länderebene muss verbessert, insbesondere muss mehr Fachpersonal eingestellt","303",NA
"und der Steuervollzug bundesweit vereinheitlicht werden.","302",NA
"Um Steuerhinterziehung, Geldwäsche und Subventionsbetrug wirksamer bekämpfen zu können, tritt DIE LINKE zusätzlich für den Aufbau einer Bundesfinanzpolizei ein.","605",NA
"Es ist realistisch, mit einem konsequenteren Steuervollzug und der Bekämpfung von Steuerhinterziehung in Steueroasen jährlich etwa 15 Milliarden Euro mehr einzunehmen.","605",NA
"Unberechtigte Ausnahme- und Befreiungs-regelungen für die Industrie bei Ökosteuer und Energieabgaben müssen abgeschafft werden.","501",NA
"Ökologisch kontraproduktive Vergünstigungen  und  Subventionen  sollen  u. a. durch die Einführung einer Kerosin- steuer, die Umgestaltung des Dienst- und Firmenwagenprivilegs sowie der Kfz-Steuer abgeschafft werden.","501",NA
"Profiteure der Krise zur Kasse",NA,NA
"Während in der Krise die Reichsten der Gesellschaft ihr Vermögen deutlich vermehren konnten, trägt der Großteil der Bevölkerung die Lasten der Krise.","503",NA
"Die Ursachen der Krise werden nicht beseitigt, sie werden nicht einmal benannt:","503",NA
"Es gibt viel zu viel privates Kapital, für das Investmentbanker händeringend profitträchtige Anlagen suchen – auf den Finanzmärkten und in der Spekulation.","403",NA
"- In Deutschland und in allen EU-Staaten soll eine einmalige Abgabe auf große Vermögen erhoben werden.","503",NA
"Damit sollen die durch Bankenrettungen und Finanzkrise entstandenen höheren Staatsschulden zurückgeführt und die Handlungsfähigkeit der öffentlichen Hand verbessert werden.","414",NA
"Für Deutschland fordert DIE LINKE eine einmalige Vermögensabgabe in Höhe von zehn Prozent ab einem persönlichen Freibetrag von einer Million Euro (bei Betriebsvermögen zwei Millionen Euro), 20 Prozent ab zehn Millionen Euro, 30 Prozent ab100 Millionen Euro.","503",NA
"Die Mehreinnahmen betragen dann einmalig mindestens 300 Milliarden Euro.","503",NA
"- Mit einer Finanztransaktionsteuer wollen wir die Spekulationen auf den Finanzmärkten eindämmen und die Verursacherinnen und Verursacher der Krise an deren Kosten beteiligen.","403",NA
"Zudem fordern wir, dass die eingenommenen Gelder zu gleichen Teilen für eine nachhaltige Entwicklung in den Ländern des Südens und für globalen Klimaschutz einerseits","107",NA
"sowie für den sozial-ökologischen Umbau unserer Industriegesellschaft andererseits genutzt werden.","416",NA
"Bei jeder Finanztransaktion soll ein Steuersatz von 0,1 Prozent fällig werden.","403",NA
"Jährliche Mehreinnahmen in Deutschland: mindestens 30 Milliarden Euro.","403",NA
"Endlich Steuergerechtigkeit herstellen – kleinere und mittlere Einkommen entlasten",NA,NA
"Nicht nur die Vermögen und der private Reichtum haben sich ungleich entwickelt, auch die Schere der Einkommen hat sich weiter geöffnet.","503",NA
"DIE LINKE will eine Reform der Einkommensteuer, die sich von folgendem Grundsatz leiten lässt:","503",NA
"Wer weniger als 6.000 Euro im Monat Einkommen hat, muss weniger Steuern bezahlen, wer über ein höheres Einkommen verfügt, wird belastet.","503",NA
"Im Einzelnen gilt Folgendes:",NA,NA
"- Indem der Grundfreibetrag auf 9.300 Euro erhöht wird, werden auf Bruttolöhne bis1.000 Euro im Monat keine Steuern mehr fällig.","503",NA
"Der Tarifverlauf der Einkommensteuer wird geglättet.","503",NA
"Das bedeutet konkret: Bei einem monatlichen Verdienst in Höhe von 2.500 Euro müssen rund 85 Euro weniger Steuern gezahlt werden.","503",NA
"Der Spitzensteuersatz dagegen soll ab einem zu versteuernden Einkommen von 65.000 Euro pro Jahr wieder auf 53 Prozent (wie unter der Kohl-Regierung) erhöht werden.","503",NA
"- Sehr hohe Einkommen wollen wir besonders besteuern:","503",NA
"Jeder Euro, der – nach Abzug der Sozialversicherungsbeiträge – über einer Million Einkommen liegt, soll mit 75 Prozent besteuert werden (Reichensteuer).","503",NA
"- DIE LINKE will die Abgeltungsteuer abschaffen und Einkünfte aus Kapitalvermögen wieder gemäß dem individuellen Einkommensteuersatz besteuern.","503",NA
"- Das Ehegattensplitting soll abgeschafft werden.","604",NA
"Stattdessen wollen wir eine individuelle Besteuerung einführen.","604",NA
"Damit Lebensgemeinschaften mit Kindern nicht schlechter gestellt werden, wollen wir die Einsparungen nutzen, um das Zusammenleben mit Kindern zu fördern.","604",NA
"Für starke Kommunen und eine bessere öffentliche Infrastruktur",NA,NA
"Die derzeitige soziale Ungleichheit ist so gravierend, dass sie die gesamte Gesellschaft blockiert und eine positive Entwicklung bremst.","503",NA
"Zukunftsinvestitionen – beispielsweise in eine sozial-ökologische Energiewende, in eine gute Gesundheits- und Pflegeversorgung für alle oder in ein gerechtes Bildungssystem – können nicht finanziert werden.","503",NA
"Eine gerechte Gesellschaft ist für alle besser.","503",NA
"Die Kommunen benötigen endlich wieder ausreichend Finanzmittel.","301",NA
"Wir wollen Städte und Gemeinden mit – und nicht ohne – Bibliotheken, Kitas, Schwimmbäder, Theater und Kulturzentren.","502",NA
"Bei der Übertragung von Aufgaben muss das Konnexitätsprinzip (»wer bestellt, muss zahlen«) endlich umgesetzt werden.","301",NA
"DIE LINKE tritt für eine umfassende Gemeindefinanzreform ein, die die Selbstständigkeit der Kommunen erhöht.","301",NA
"DIE LINKE will die bisherige Gewerbesteuer auf eine breitere Basis stellen und in eine Gemeindewirtschaftsteuer umwandeln.","301",NA
"Dabei wird die Bemessungsgrundlage ausgeweitet (Einbeziehung von Pachten, Mieten, Leasingraten und Lizenzgebühren) und der Kreis der Steuerzahlenden vergrößert (Einbeziehung der Selbstständigen und Freiberuflerinnen und Freiberufler).","301",NA
"Der Freibetrag wird auf 30.000 Euro angehoben und die festgesetzte Steuer bei der Einkommensteuer berücksichtigt.","301",NA
"In dieser Reform einbegriffen ist die Abschaffung der Gewerbesteuerumlage, was Städte und Gemeinden finanziell entlastet.","301",NA
"Mehreinnahmen für die Kommunen:15 Milliarden Euro.","301",NA
"Unterm Strich:",NA,NA
"Das Steuerkonzept der LINKEN führt zu jährlichen Mehreinnahmen der öffentlichen Haushalte von insgesamt 180 Milliarden Euro.","414",NA
"Damit sind unsere Forderungen gegenfinanziert.","414",NA
"Mit der Vermögensabgabe werden zur Rückführung der Staatsschulden aufgrund von Bankenrettungen und Finanzkrise einmalig 300 Milliarden Euro eingenommen.","414",NA
"Das Öffentliche stärken: Enteignung der Bevölkerung stoppen",NA,NA
"Zum »Wohl der Allgemeinheit« zu handeln, gilt als Aufgabe von Politik und Staat.","202",NA
"Was aber als Allgemeinwohl verstanden wird und wie ihm am besten zu dienen ist, ist Gegenstand und Ergebnis der demokratischen Diskussionen, von sozialen Konflikten und Kämpfen.","202",NA
"Wer erzeugt den gesellschaftlichen Reichtum und wer verfügt über ihn?","415",NA
"Wer bestimmt, was, wann, wie, wo und in welchem Umfang produziert wird, und wem steht es zur Verfügung?","415",NA
"Diese Fragen betreffen in ihrem Kern die Eigentumsfrage und daher das Wesen der Demokratie.","202",NA
"Der Ausbau des öffentlichen Eigentums, der Infrastruktur und Daseinsvorsorge muss von Anstrengungen begleitet sein, den Staat zu demokratisieren.","202",NA
"Es muss mehr Partizipation und Transparenz geben.","202",NA
"Partizipation heißt nicht nur, mitreden zu dürfen, sondern Entscheidungen wirksam beeinflussen zu können.","202",NA
"Das heißt auch, dass zum Beispiel bei der Planung von Infrastrukturprojekten nicht nur über das »Wie«, sondern auch über das »Ob« entschieden werden kann.","202",NA
"Auf allen politischen Ebenen, insbesondere in der Kommune, sollten Menschen auch in Fragen der Finanzen, des Wirtschaftens, der Entwicklung des kulturellen Lebens und der Bildung sowie der Gestaltung der Verwaltung unmittelbar mitwirken und mitentscheiden können: durch partizipative Haushalte und Planungsprozesse bis hin zu regionalen Räten für eine sozial-ökologische Strukturpolitik, die Industrie und Dienstleistungen gleichermaßen umfasst.","202",NA
"Der Reichtum einer Gesellschaft muss sich nach unserer Auffassung in einem öffentlichen Reichtum und in den Lebenschancen aller niederschlagen.","503",NA
"Nur diese Art von Reichtum kommt allen zugute","503",NA
"und bildet die Grundlage für ein demokratisches Miteinander.","202",NA
"Ohne leistungsfähiges öffentliches Eigentum, ohne staatliches, kommunales, regionales, aber auch genossenschaftliches oder gemeinschaftliches Eigentum kann eine Demokratie nicht funktionieren.","413",NA
"- DIE LINKE streitet dafür, dass Bürgerinnen und Bürger den Zweck öffentlicher Unternehmen mitbestimmen und öffentliche Unternehmen und Einrichtungen kontrollieren können;","202",NA
"sie müssen an Entscheidungen und an der Gestaltung ihres Lebensumfeldes beteiligt sein.","202",NA
"- Wir wollen, dass öffentliche Unternehmen und Einrichtungen transparent arbeiten und Verträge, die die öffentliche Verwaltung abschließt, offengelegt werden.","202",NA
"Die Mitbestimmungsrechte der Beschäftigten müssen ausgeweitet werden.","202",NA
"Leiharbeit, Privatisierungen oder Dienst-und Werkverträge untergraben grundlegende Rechte der Beschäftigten und deren Mitbestimmung.","701",NA
"Um diese Beschäftigten zu schützen, müssen nicht nur solche Arbeitsformen bekämpft werden:","701",NA
"DIE LINKE tritt dafür ein, dass das Personalvertretungsrecht uneingeschränkt für alle Menschen gilt, die für eine Dienststelle tätig sind.","701",NA
"In den vergangenen 20 Jahren wurde öffentliches Eigentum in großem Umfang verkauft: Wohnungen, Krankenhäuser, Stromerzeuger, Verkehrs- und Wasserbetriebe, Rathäuser, Krankenhäuser und Pflegeeinrichtungen.","413",NA
"Es wurde versprochen: Die Privatisierung macht alles besser.","413",NA
"Nachweisbar ist das Gegenteil eingetreten.","413",NA
"Bürgerinnen und Bürger und Kommunen müssen oft für schlechtere Leistungen mehr und teuer bezahlen.","413",NA
"Privatisierung bedeutet, dass die Menschen mehr zahlen müssen: für private Vorsorge, Arztbesuche, Zahnersatz, Schwimmbad, Musikschule.","413",NA
"Diese Regel ist ebenso primitiv wie unbarmherzig:","413",NA
"Wer zahlen kann, kann teilhaben.","503",NA
"Wer zu wenig Geld hat, ist außen vor.","503",NA
"Die Reichen grenzen sich ab und haben schon längst ihre eigene Welt gegründet.","503",NA
"Die Regierung verweist auf die Staatsschulden.","413",NA
"Angeblich könnten »wir« uns das Öffentliche nicht mehr leisten, sonst würden wir unseren Kindern und Enkeln nur noch Schulden hinterlassen.","413",NA
"Wir stellen dagegen fest: Gerade im Interesse unserer Kinder und Enkel dürfen wir das Gemeinwesen nicht dem Markt überantworten.","413",NA
"Denn: Wo Daseinsvorsorge in privater Hand betrieben wird, steht nicht mehr die Leistung für die Menschen im Vordergrund, sondern Gewinnerzielung und Marktinteressen.","413",NA
"Die Grundlagen für eine gerechte Gesellschaft werden mit der Privatisierung von Wasser über Energie, Nahverkehr bis zur Bildung zerstört.","413",NA
"- Wir stehen für ein neues Modell einer leistungsfähigen, demokratischen, öffentlichen Daseinsvorsorge und Infrastruktur.","413",NA
"- Alle müssen öffentliche Dienste und Einrichtungen nutzen können, unabhängig davon, wo sie wohnen.","503",NA
"- Öffentliche Dienstleistungen müssen für jeden erschwinglich, diskriminierungs- und barrierefrei sein.","503",NA
"- Öffentliche Dienstleistungen müssen einem hohen Umweltstandard gerecht werden.","501",NA
"- Daher: »Weg mit der Schuldenbremse«!","409",NA
"Das einzige, was diese bremst und zerstört ist die soziale, kulturelle und demokratische Entwicklung der Gesellschaft.","409",NA
"Wir setzen uns ein für ihre Streichung aus dem Grundgesetz und aus allen Landesverfassungen.","204",NA
"Privatisierungen werden von der Bevölkerung mehrheitlich abgelehnt.","413",NA
"Bürgerentscheide wie beispielsweise in Leipzig, Düsseldorf oder in Freiburg zeigen, dass der Widerstand gegen Privatisierungen wächst.","413",NA
"Auch die Kommunen selbst haben mit den nicht bedachten Folgen der Privatisierung zu kämpfen.","413",NA
"Die Finanzkrise offenbart schonungslos, wie risikoreich grenzüberschreitende Leasingverträge (Cross Border Leasing) oder undurchsichtige Zinsgeschäfte sind.","413",NA
"Diese finanziellen Bruchlandungen werden ebenso wie die teurer werdenden Kredite die Kommunalhaushalte auf Jahre hinaus erheblich belasten.","413",NA
"Etliche Privatisierungen sind rückgängig gemacht und Einrichtungen der öffentlichen Daseinsvorsorge erfolgreich wieder kommunalisiert worden.","413",NA
"Nicht selten haben dabei Bürgerinitiativen und Bürgerentscheide eine entscheidende Rolle gespielt.","202",NA
"DIE LINKE setzt auf Privatisierungsbremse statt Schuldenbremse.","413",NA
"Wir werden uns an keiner Regierung beteiligen oder sie tolerieren, die öffentliche Daseinsvorsorge privatisiert.","413",NA
"- Wir wollen, dass die Privatisierung von öffentlichen Dienstleistungen ebenso gestoppt wird wie PublicPrivate-Partnership-Projekte.","413",NA
"- Es muss wieder Regel werden: Öffentliche Einrichtungen werden in öffentlicher Verantwortung betrieben.","413",NA
"- Bürger- und Volksentscheide zu Privatisierungen sind in der Vergangenheit häufig zugunsten des öffentlichen Eigentums ausgegangen.","413",NA
"- Wir wollen, dass Wasser und andere Güter der Daseinsvorsorge unverkäuflich sind.","413",NA
"Bis das durchgesetzt ist, müssen alle Privatisierungsvorhaben den Bürgerinnen und Bürgern zur Abstimmung vorgelegt werden.","202",NA
"DIE LINKE kämpft auch auf EU-Ebene gegen Privatisierungsdruck und Eingriffe in die kommunale Selbstverwaltung.","413",NA
"Wir wenden uns aktuell gegen solche Vorstöße bei der Wasserversorgung und Abwasserbeseitigung, die aus geplanten Änderungen der Dienstleistungsrichtlinie und der Konzessionsrichtlinie der EU folgen können.","110",NA
"Wir unterstützen deshalb das Europäische Bürgerbegehren »Wasser ist ein Menschenrecht«.","110",NA
"- Privatisierte Bereiche der Daseinsvorsorge wollen wir rekommunalisieren.","413",NA
"Wir wollen die elementare Daseinsvorsorge wie Gesundheitsdienste, Wohnen, Bildung, Kultur, Energie, Wasser, öffentlichen Personennahverkehr, Fernverkehr und Abfallentsorgung in öffentlicher Hand organisieren.","413",NA
"Auch die auf Bundesebene vorgenommenen Privatisierungen von Post, Postbank und Telekom wollen wir im Interesse der Gesellschaft, der Nutzerinnen und Nutzer und betroffenen Beschäftigten wieder rückgängig machen.","413",NA
"- Privatisierte Krankenhäuser, Jugendhilfe-und Pflegeeinrichtungen wollen wir in nichtkommerzielle Trägerschaften überführen.","408",NA
"- Der öffentliche Dienst und die öffentlichen Unternehmen müssen sich am gesellschaftlichen Bedarf orientieren.","0",NA
"Unter anderem heißt das: Es wird kein Personal mehr abgebaut.","704",NA
"Verwaltungen werden entsprechend dort umgebaut oder aufgestockt, wo der Bedarf sich geändert hat.","704",NA
"- Der öffentliche Dienst ist Vorbild in Sachen Ausbildung.","411",NA
"Der Anteil von Beschäftigten mit Migrationshintergrund soll erhöht werden, auch um dort, wo es den Bedarf gibt, die Mehrsprachigkeit in der Verwaltung zu gewährleisten.","607",NA
"- Die Beschäftigten in der Verwaltung, in öffentlichen Einrichtungen und Unternehmen müssen Einfluss auf deren Entwicklung nehmen können, also an Entscheidungen in den Einrichtungen und Unternehmen direkt beteiligt werden.","202",NA
"Öffentliches Eigentum zu privatisieren bedeutet Verlust an Transparenz, öffentlicher Einflussnahme und Mitentscheidung an der Entwicklung kommunaler Dienstleistungen sowie an öffentlicher Kontrolle.","202",NA
"Nur öffentliche Unternehmen und öffentliches Eigentum bieten die Chance einer demokratischen Kontrolle und Mitbestimmung durch Bürgerinnen und Bürger sowie Beschäftigte.","202",NA
"Öffentliches Eigentum und Bürgerbeteiligung gehören zusammen.","202",NA
"Bürgerinnen und Bürger sind von Anfang an in kommunale Entscheidungen einzubeziehen.","202",NA
"Es muss öffentlich diskutiert werden, welche Aufgaben und Angebote in öffentlicher Verantwortung erledigt und hergestellt werden.","202",NA
"Eine Demokratie funktioniert nur, wenn sie die Ziele demokratischer Mehrheiten auch gegenüber wirtschaftlicher Macht durchsetzen kann.","202",NA
"Den Unternehmen müssen die Ziele des Wirtschaftens und ein klar definierter Handlungsrahmen durch die Parlamente vorgegeben werden.","412",NA
"Deshalb treten wir für eine neue Wirtschafts- und Sozialordnung ein.","412",NA
"Der Finanzsektor muss demokratisch kontrolliert werden.","412",NA
"In Zukunft sollen alle Banken dem Gemeinwohl dienen.","413",NA
"Deshalb ist es geboten, die privaten Großbanken zu vergesellschaften.","413",NA
"Denn gerade sie sind es, die mit ihrer Macht Staaten erpressen und gegeneinander ausspielen.","413",NA
"Das Thema Wirtschaftsdemokratie gehört ebenso auf die Tagesordnung.","202",NA
"Wer den Unternehmen und den Finanzfonds freie Hand lässt, verhindert Demokratie.","202",NA
"Genau dies erleben wir jetzt täglich.","202",NA
"Jedes einzelne Unternehmen muss bei seinen Entscheidungen der Sozialpflichtigkeit des Eigentums gerecht werden.","203",NA
"Wir wollen private Banken vergesellschaften,","413",NA
"den Finanzsektor öffentlicher Kontrolle unterwerfen und strikt regulieren,","412",NA
"den privaten Bankensektor in die öffentliche Hand überführen und – entsprechend den Sparkassen – auf das Gemeinwohl verpflichten (vgl. Kapitel II).","413",NA
"Die Wirtschaft wollen wir demokratisieren:","202",NA
"Belegschaften sollen sich an den großen Unternehmen beteiligen können;","701",NA
"staatliche Hilfen werden nur im Tausch gegen entsprechende Eigentumsanteile der öffentlichen Hand und der Belegschaften vergeben;","413",NA
"Verstaatlichungen oder Teilverstaatlichungen sind mit demokratischer Kontrolle und mehr Mitbestimmung zu verbinden.","202",NA
"Um solidarische Ökonomie zu unterstützen, müssen Genossenschaften stärker gefördert werden, auch mit dem Instrument der Arbeitsmarktpolitik.","402",NA
"In verschiedenen sozialen Bewegungen, besonders im globalen Süden, hat sich das Konzept der »Commons«, der Gemeingüter, verbreitet.","408",NA
"Freie Software, die nicht für den Markt entwickelt und verbreitet wird, hat diese Diskussion weiter befördert:","408",NA
"Computer, Internet, Digitalisierung spielen im Leben von immer mehr Menschen eine große Rolle.","408",NA
"»Commons« meint häufig »Ressourcen« wie Land, Wohnen, Wasser, auch nicht materielle Güter wie Wissen und Information.","408",NA
"Im Vordergrund steht, dass die Güter gemeinschaftlich genutzt werden.","408",NA
"Sie werden nicht besessen und nicht im freien Wettbewerb (auf)gebraucht – und wie sie genutzt werden, darf nicht nach Regeln verlaufen, die von Konzernen diktiert werden.","408",NA
"Wir wollen weiter diskutieren, wie Formen von bedarfsorientierter, demokratisch organisierter und solidarischer Produktion und Nutzung unterstützt werden können und welche Bedeutung den »Commons« und der Gemeingüterwirtschaft dabei zukommt.","408",NA
"Für bezahlbare Mieten und sozialen Wohnungsbau: Spekulation mit Wohnraum stoppen",NA,NA
"Wohnungen sind zu einem beliebten Objekt für Finanzspekulation geworden.","503",NA
"In den Metropolen kämpfen Initiativen gegen »Gentrifizierung«, gegen die Verdrängung einkommensschwacher Anwohnerinnen und Anwohner aus ihren Stadtteilen.","503",NA
"Sie kämpfen dagegen, dass preiswerte Mietwohnungen durch Abriss, Umwandlung und Zweckentfremdung vernichtet werden und dass massenhaft Wohnungen und Gewerberäume aus spekulativen oder subventionsbedingten Gründen leer stehen.","503",NA
"Mieterinnen und Mieter werden aus ihren Wohnungen vertrieben, um diese nach Sanierung mit hoher Rendite zu vermarkten.","503",NA
"Gerade in den Ballungsräumen steigen die Mieten rasant.","503",NA
"Viele können sich die steigenden Wohnkosten für Miete, Nebenkosten, Wasser, Strom und Heizung nicht mehr leisten.","503",NA
"Hartz-IV-Betroffene werden zum Umzug gezwungen.","503",NA
"Die Bevölkerung ganzer Quartiere wird ausgewechselt.","503",NA
"Maklerfirmen suchen sich mit halb legalen und illegalen Methoden die lukrativsten Bewerberinnen und Bewerber unter den Wohnungssuchenden.","503",NA
"Der Deutsche Mieterbund spricht von einer Zwei-Klassen-Gesellschaft in Ballungsräumen,","503",NA
"der soziale Wohnungsbau ist faktisch zum Erliegen gekommen.","504",NA
"Der Staat hat sich aus der Lenkungsfunktion für eine sozial orientierte Wohnungsversorgung völlig zurückgezogen und beschränkt sich nur noch auf Subventionsgeschenke für die Bau- und Immobilienwirtschaft.","412",NA
"Wohnen ist zu einem Feld sozialer Auseinandersetzungen, die Wohnungsfrage eine zentrale soziale Frage geworden.","503",NA
"Die Finanzkrise verschärft diese Entwicklung; sichere Anlagen sind gefragt.","503",NA
"Finanzinvestoren kaufen in großem Stil Wohnungen auf, um sie dann mit maximaler Rendite zu betreiben.","503",NA
"Gleichzeitig stehen in strukturschwachen Regionen, insbesondere in Ostdeutschland, viele Wohnungen leer.","503",NA
"Die anhaltende Belastung mit Altschulden und das Auslaufen von Stadtumbauprogrammen erschweren eine soziale Stadtentwicklung.","414",NA
"Der Rückzug des Staates aus einer sozial steuernden Wohnungspolitik und die Liberalisierung des Wohnungsmarktes führen zu einem dramatischen Rückgang von bezahlbarem Wohnraum.","503",NA
"Barrierefreier bezahlbarer Wohnraum ist kaum zu finden.","503",NA
"Der Wohnungsneubau ist innerhalb der vergangenen 20 Jahre auf ein Drittel geschrumpft.","0",NA
"Kommunale Wohnungsbestände werden privatisiert.","413",NA
"Mietwohnungen werden massenhaft in Eigentumswohnungen umgewandelt und als Ferienwohnungen oder für sonstige Nutzungen zweckentfremdet.","408",NA
"Zahlreiche Wohnungen und als Wohnraum nutzbare Gewerbeimmobilien stehen aus spekulativen Gründen leer.","408",NA
"Da die Rechte der Mieterinnen und Mieter abgebaut wurden, können die Mieten von den Eigentümerinnen und Eigentümern in die Höhe getrieben werden.","403",NA
"Wir wollen die Rechte der Mieterinnen und Mieter stärken.","403",NA
"Ihre Interessen müssen im Vordergrund stehen, nicht Marktgesetze und Rendite.","403",NA
"Für DIE LINKE ist Wohnen ein Teil der Daseinsvorsorge.","504",NA
"Das Recht auf Wohnen ist im Grundgesetz zu verankern.","204",NA
"Wir unterstützen die Kommunen beim Aufbau wohnungswirtschaftlicher Eigenbetriebe, die nicht profitorientiert, sondern gemeinwohlorientiert agieren, die öffentlich kontrollierbar sind und unmittelbar Einfluss auf gute Wohnqualität zu niedrigen Mieten nehmen.","413",NA
"Hierzu fordern wir einen Rekommunalisierungsfonds als Bundesprogramm, damit die Gemeinden ehemals privatisierte Wohnungsbestände wieder zurückerwerben können.","413",NA
"Um dies zu erleichtern, sollen die Gemeinden ein gesetzlich geregeltes Vorkaufsrecht für diese und andere Mietwohnungen erhalten.","413",NA
"Wir unterstützen die Demokratisierung von Wohnungsgenossenschaften und wollen das Genossenschaftsrecht entsprechend ändern, damit die Genossenschaftsmitglieder mehr Mitsprache erhalten und über die Höhe der Miete sowie über Investitionen und Modernisierungen selbst entscheiden können.","202",NA
"Die Geschäftsprozesse und Geldströme der Genossenschaften müssen gegenüber ihren Mitgliedern vollständig offengelegt werden.","202",NA
"Der soziale Wohnungsbau muss wiederbelebt und neu ausgerichtet werden.","504",NA
"Er soll öffentlichen und genossenschaftlichen Wohnungsbau fördern, insbesondere","504",NA
"auch die ökologisch-energetische Sanierung bestehender Wohnungen.","501",NA
"Die Fördermittel dafür müssen dauerhaft erhöht und dürfen nicht am privaten Kapitalmarkt refinanziert werden.","504",NA
"Privatinvestoren, die öffentliche Förderung in Anspruch nehmen, wollen wir zum anteiligen Bau von Sozialwohnungen verpflichten – mit dem Ziel, lebendige vielfältige Quartiere zu entwickeln.","504",NA
"Die Mietpreisbindung muss unbefristet sein.","412",NA
"DIE LINKE will die staatliche Wohnraumförderung fortführen, ausweiten und sie dort, wo Wohnungen fehlen, auf die direkte Förderung des Neubaus von Wohnungen konzentrieren.","504",NA
"Daneben soll soziale Wohnraumförderung sichern, dass in Wohnungsbeständen Barrieren abgebaut und Energieeinsparmaßnahmen durchgeführt werden können, ohne die Miete zu erhöhen.","504",NA
"Die Länder sollen jährlich einen garantierten, vom Bedarf abhängigen Zuschuss für die Wohnraumförderung erhalten und diesen aus eigenen Mitteln aufstocken.","504",NA
"Damit sollen leistungsfähige öffentlich-rechtliche Wohnungsbaufonds aufgebaut werden.","504",NA
"Aus diesen Sondervermögen soll der soziale Wohnungsbau/die soziale Wohnraumförderung durch günstige, an strikte Bedingungen geknüpfte Baukredite und durch die Beteiligung der Fonds am Eigenkapital öffentlich-gemeinnütziger Wohnungsunternehmen gefördert werden.","504",NA
