"content","cmp_code","eu_code"
"Bürger aus EU-Staaten können und sollen die Chancen der Freizügigkeit innerhalb der Europäischen Union nutzen.","705",NA
"Bürokratische Hindernisse, die diesen Zielen entgegenstehen, wollen wir weiter abbauen.","303",NA
"Für Hochqualifizierte aus Nicht-EU-Staaten haben wir mit der „Blauen Karte“ die Türen für den deutschen Arbeitsmarkt bereits geöffnet.","411",NA
"Wir wollen die Akzeptanz der „Blauen Karte“ regelmäßig überprüfen und fortentwickeln.","411",NA
"Zudem wollen wir eine gezielte Ansprache von Hochqualifizierten in ihren Heimatländern erreichen.","411",NA
"Dazu wollen wir u. a. die Kooperation der Bundesagentur für Arbeit mit den deutschen Auslandsvertretungen und Außenhandelskammern stärken.","411",NA
"Sie sollen sich mit dem Aufbau entsprechender Angebote zu Anlaufstellen für Studenten, Hochschulabsolventen und Hochqualifizierte im Ausland entwickeln.","411",NA
"Zum Abbau von Sprachbarrieren wollen wir die Möglichkeiten zum Erlernen der deutschen Sprache verbessern.","506",NA
"Rohstoffe – Versorgung durch Kooperation und strategische Partnerschaften sichern",NA,NA
"Viele Bereiche unserer Wirtschaft sind auf Rohstoffe angewiesen, die es in unserem Land nicht gibt.","107",NA
"Zur Sicherung einer stabilen Versorgung mit Rohstoffen setzen wir auf strategische Partnerschaften","107",NA
"und die Abschaffung von Exportbeschränkungen, die es derzeit in zahlreichen Ländern gibt.","407",NA
"Wir wollen das Thema Rohstoffversorgung und -verfügbarkeit stärker als bisher in den Verhandlungen innerhalb der Welthandelsorganisation und in Freihandelsabkommen mit anderen Ländern verankern.","407",NA
"Wir wollen im Sinne einer sicheren und nachhaltigen Versorgung mit Rohstoffen auch in den Förderländern auf den verantwortungsvollen Umgang mit Rohstoffen hinwirken.","416",NA
"Das gilt vor allem für die Wahrung der Menschenrechte und die Einhaltung international anerkannter sozialer und ökologischer Standards.","416",NA
"Wir begrüßen die Initiativen der deutschen Wirtschaft zum Aufbau einer Rohstoffallianz.","107",NA
"Sie soll die Versorgung unserer Wirtschaft mit Rohstoffen langfristig gewährleisten.","107",NA
"Wir wollen diese Entwicklung mit verstärkten Forschungsanstrengungen zur Rohstoffsicherung begleiten","411",NA
"und dazu die internationale Zusammenarbeit mit wichtigen Rohstoffländern im Wissenschaftsbereich stärken.","107",NA
"Auch die Anstrengungen zur Wiederverwendung und die verstärkte Nutzung einheimischer Rohstoffe dienen dazu, die Abhängigkeit von Importen zu verringern.","411",NA
"Dazu gehört auch die Nutzung der einheimischen Braunkohle als Grundstoff für die chemische Industrie.","411",NA
"Grünes Licht für den größten Markt der Welt – Freier Handel zwischen EU und USA",NA,NA
"Freier Handel stärkt den weltweiten Wohlstand.","407",NA
"CDU und CSU lehnen Handelsbeschränkungen ab und wollen den internationalen Freihandel stärken – etwa durch Fortführung der sogenannten „Doha-Runde“, in der über eine weitere Öffnung der Märkte und stärkere Einbeziehung der Entwicklungsländer in den Welthandel verhandelt wird.","407",NA
"Insbesondere aber wollen wir zwischen den beiden starken Wirtschaftsräumen EU und USA eine umfassende Partnerschaft für Handel erreichen.","407",NA
"Eine nordatlantische Freihandelszone schafft den weltweit größten Wirtschaftsraum.","407",NA
"Damit sorgt sie für Wachstum und Beschäftigung auf beiden Seiten des Atlantiks und verbessert für unsere Unternehmen den Zugang zum größten freien Markt der Welt.","407",NA
"Wir werden dabei darauf achten, dass die Stärken unserer Unternehmen und Märkte erhalten bleiben.","407",NA
"2.3. Rekordbeschäftigung – Arbeit für alle",NA,NA
"Noch nie hatten in Deutschland so viele Menschen Arbeit wie heute.","701",NA
"Das ist ein gemeinsamer Erfolg, auf den wir alle stolz sein können.","305",NA
"In Deutschland sind fast 42 Millionen Menschen erwerbstätig.","701",NA
"Das sind knapp drei Millionen mehr als 2005.","701",NA
"Seit dem Ende der Regierungszeit von Rot-Grün hat sich die Arbeitslosenquote nahezu halbiert.","305",NA
"Besonders erfreulich: Für unsere Jugend gibt es ausreichend Ausbildungsplätze.","411",NA
"Das verschafft unserem Land gute Perspektiven und den Menschen Aussicht auf eine sichere Zukunft.","411",NA
"Einmal mehr zeigt sich, dass das gute Miteinander in den Betrieben für unser Land ein Standortvorteil ist, den wir bewahren und auch weiterhin fördern wollen.","405",NA
"Arbeitgeber und Gewerkschaften haben mit verantwortungsvollen Entscheidungen sowohl die Wettbewerbsfähigkeit der Unternehmen als auch die Teilhabe der Arbeitnehmer an der guten Wirtschaftsentwicklung im Blick behalten.","405",NA
"In der Regierungszeit von Rot-Grün war die Schere zwischen den unteren und oberen Einkommen auseinandergegangen.","503",NA
"In den letzten Jahren konnte diese Entwicklung gestoppt werden und die Schere beginnt sich wieder zu schließen.","503",NA
"Wir wollen diese Entwicklung fortsetzen.","503",NA
"Unser Ziel heißt Vollbeschäftigung.","701",NA
"Wir wollen dazu beitragen, dass sich für noch mehr Menschen gute Chancen eröffnen, ihr Leben selbst zu gestalten, und, dass sie insgesamt ein Einkommen erzielen können, mit dem sie für sich und ihre Familie sorgen können.","701",NA
"Gute Arbeit gibt Sicherheit und braucht starke Tarifpartner",NA,NA
"Sichere Berufsaussichten erleichtern Lebensentscheidungen wie die Eheschließung oder die Gründung einer Familie.","701",NA
"Deshalb wollen wir durch eine kluge Wirtschaftspolitik die Voraussetzungen dafür schaffen, dass gerade junge Menschen eine gute Chance auf eine Festanstellung bekommen.","701",NA
"Dies muss auch weiterhin der Regelfall sein.","701",NA
"Wir sehen aber auch in anderen Formen von Arbeitsverhältnissen wie Zeitarbeit und Befristungen die Möglichkeit, berufliche Perspektiven zu schaffen und beispielsweise Auftragsspitzen zu bewältigen.","701",NA
"Wir halten in diesem Zusammenhang auch Werkverträge für ein wichtiges Instrument am Arbeitsmarkt.","701",NA
"Gerade deshalb wollen wir aber mit den Sozialpartnern sicherstellen, dass sie nicht missbraucht werden, um bestehende Arbeitsregeln und Lohnuntergrenzen zu unterlaufen.","403",NA
"Insgesamt sind wir überzeugt, dass die Verantwortung für ein gutes Miteinander zwischen Arbeitnehmern und Arbeitgebern in erster Linie bei den Tarifpartnern und in den Betrieben liegt.","405",NA
"Das Zusammenspiel von Gewerkschaften, Betriebs-und Personalräten sowie Arbeitgebern hat sich dabei ebenso wie die Tarifautonomie gerade in der Finanzmarkt-und Wirtschaftskrise bewährt.","405",NA
"Für uns bleiben Sozialpartnerschaft, Tarifautonomie und Mitbestimmung wesentliche Grundlagen unserer Sozialen Marktwirtschaft.","405",NA
"Tarifeinheit",NA,NA
"Der Grundsatz der Tarifeinheit, d. h. dass in einem Betrieb nur eine einheitliche Tarifregelung angewendet werden darf, hat sich über Jahrzehnte bewährt.","405",NA
"Die durch ein Gerichtsurteil notwendig gewordene Anpassung wollen wir mit einem Gesetz über die Tarifeinheit umsetzen und damit die Tarifpartnerschaft stärken.","405",NA
"Ordentlicher Lohn für gute Arbeit – tariflicher Mindestlohn",NA,NA
"Für uns gilt: Wer hart arbeitet, muss ordentlich bezahlt werden.","701",NA
"Deshalb haben wir mit den Tarifpartnern Mindestlöhne in zahlreichen Branchen mit insgesamt vier Millionen Beschäftigten geschaffen und wollen für die Bereiche, in denen es keine Tarifverträge gibt, die Tarifpartner gesetzlich in die Pflicht nehmen.","701",NA
"Sie sollen gemeinsam in einer Kommission einen tariflichen Mindestlohn festlegen, wobei die unterschiedlichen Situationen in den Regionen und Branchen berücksichtigt werden können.","405",NA
"Eine Lohnfestsetzung durch die Politik lehnen wir ab.","401",NA
"Aber es ist Sache der Politik, die Voraussetzungen zu schaffen, dass die Menschen überall in Deutschland die Chance auf einen ordentlichen Lohn haben.","405",NA
"Gleicher Lohn für gleiche Arbeit am gleichen Ort",NA,NA
"Zeitarbeit, Minijobs und Teilzeitbeschäftigung gehören seit langem zum Arbeitsmarkt.","402",NA
"Sie ermöglichen vielen Menschen den Einstieg in die Arbeitswelt oder die Chance, sich ohne viel bürokratischen Aufwand Geld dazuzuverdienen.","701",NA
"Für Unternehmen und Betriebe bieten sie die Chance, flexibel auf die Auftragslage zu reagieren.","402",NA
"Diese Flexibilität darf aber nicht zum Missbrauch führen.","701",NA
"Die Unternehmen und Betriebe stehen hier in der Verantwortung.","701",NA
"CDU und CSU sprechen sich dafür aus, den Grundsatz „Gleicher Lohn für gleiche Arbeit am gleichen Ort“ für Zeitarbeitnehmer konsequent umzusetzen.","701",NA
"Wir wollen die Tarifparteien auf dem Weg unterstützen, diesen Grundsatz unter Berücksichtigung geeigneter Übergangs-und Einarbeitungszeiten auch in der betrieblichen Praxis umzusetzen.","405",NA
"Alle werden gebraucht",NA,NA
"Für uns gilt: Alle werden gebraucht, keiner darf ausgegrenzt werden.","503",NA
"Deshalb wollen wir auch den Leistungsschwächeren zum Berufseinstieg verhelfen oder ihnen den Wiedereinstieg ermöglichen.","503",NA
"Gerade junge Erwachsene ohne Berufsausbildung brauchen eine besondere Förderung.","706",NA
"Wir wollen dazu weitere Anstrengungen unternehmen, damit möglichst viele ihre Ausbildung nachholen bzw. abschließen können.","411",NA
"Eine wichtige Aufgabe ist es zudem, Langzeitarbeitslose für den ersten Arbeitsmarkt fit zu machen.","701",NA
"Deshalb werden wir die Bundesagentur für Arbeit beauftragen, hier einen Schwerpunkt zu setzen.","701",NA
"Durch weniger Bürokratie, klare Zielvorgaben, den Vorrang von Qualifizierung und eine anschließend deutlich bessere Vermittlung sollen Langzeitarbeitslose nachhaltiger wieder einen Arbeitsplatz finden.","303",NA
"Vor allem alleinerziehende Frauen und Menschen ohne Berufsabschluss erhalten so neue Chancen.","503",NA
"Auch das Programm „Perspektive 50plus“, das darauf abzielt ältere Menschen wieder in Arbeit zu bringen, werden wir auf Grund seines Erfolgs fortsetzen.","701",NA
"Menschliche Arbeitswelt",NA,NA
"Die moderne Arbeitswelt eröffnet viele neue Möglichkeiten für die Arbeitnehmer.","701",NA
"Aber wir sehen auch mit Sorge die Zunahme von psychischen Erkrankungen in Folge von Stress, Überlastung und dem Druck ständiger Erreichbarkeit durch E-Mail und mobile Kommunikation.","701",NA
"Wir wollen mit dazu beitragen, dass Beschäftigte geistig und körperlich gesund bleiben.","701",NA
"Hierfür sind neue vorbeugende Konzepte erforderlich.","701",NA
"Wir sind davon überzeugt, dass auch hierbei die besten Lösungen von Arbeitgebern und Arbeitnehmern partnerschaftlich gefunden werden müssen.","405",NA
"Mitarbeiterbeteiligung weiter verbessern",NA,NA
"Die Beteiligung von Mitarbeitern an Gewinn und Kapital ist für uns ein zentrales Anliegen.","701",NA
"Wir wollen die Voraussetzungen dafür weiter verbessern, indem wir die geltenden steuerlichen und sozialversicherungspflichtigen Rahmenbedingungen prüfen und schrittweise attraktiver ausgestalten.","701",NA
"Wir sind davon überzeugt, dass Unternehmen, die ihre Arbeitnehmer am Erfolg beteiligen, produktiver–und damit wettbewerbsfähiger sind.","701",NA
"Denn gelebte Partnerschaft stärkt die Verbundenheit der Mitarbeiter mit ihrem Unternehmen, fördert das Miteinander und eröffnet den Beschäftigten eine neue Einkommensquelle.","701",NA
"Neben der Vermögensbildung bei den Arbeitnehmern kommt der Mitarbeiterbeteiligung auch angesichts des Bevölkerungswandels eine wachsende Bedeutung zu:","411",NA
"Zum einen ist sie ein wichtiges Instrument um qualifizierte Fachkräfte an das Unternehmen zu binden.","411",NA
"Zum anderen lassen sich Unternehmensnachfolgen durch Mitarbeiterkapitalbeteiligungen vereinfachen, in dem bisherige Unternehmer den Betrieb oder Teile davon an die Belegschaft übergeben.","402",NA
"Dadurch können Unternehmen und Arbeitsplätze gesichert werden.","402",NA
"Wir wollen prüfen, wie in solchen Fällen – beispielsweise durch Darlehen der KfW – wirksam geholfen werden kann.","402",NA
"2.4. Solide Finanzen – Deutschlands Stärke",NA,NA
"Ein verlässlicher Staat braucht solide Finanzen.","414",NA
"Unsere Erfolge der letzten Jahre zeigen, dass Wachstum für steigende Steuereinnahmen sorgt.","410",NA
"Dazu muss man nicht die Steuern erhöhen wie Rot-Grün. Richtig ist vielmehr, sorgsam mit den Staatseinnahmen umzugehen.","414",NA
"Deshalb haben wir die Ausgaben begrenzt,","414",NA
"die Schuldenbremse eingeführt und ihre Regeln zum schrittweisen Abbau der Neuverschuldung von Anfang an eingehalten.","414",NA
"Erstmals seit 40 Jahren wollen wir in der nächsten Wahlperiode einen Haushalt ohne neue Schulden vorlegen.","414",NA
"Das ist auch ein starkes Signal für Europa.","414",NA
"Auf die Schuldenbremse folgt die Schuldentilgung",NA,NA
"Wir werden damit beginnen, die über Jahrzehnte angehäuften Schulden zurückzuzahlen.","414",NA
"Wir dürfen unseren Kindern und Enkeln keinen immer größer werdenden Schuldenberg hinterlassen.","414",NA
"Zugleich wollen wir die Gesamtverschuldung des Staates schrittweise auf maximal 60 Prozent der Wirtschaftsleistung senken.","414",NA
"Damit bekennen wir uns nachdrücklich zur Einhaltung des europäischen Stabilitäts-und Wachstumspaktes.","414",NA
"Finanzausstattung von Ländern und Kommunen zukunftssicher gestalten",NA,NA
"Länder und Kommunen brauchen eine vernünftige Finanzausstattung, um ihre Aufgaben erfüllen zu können.","301",NA
"Mit dem Länderfinanzausgleich sieht das Grundgesetz einen angemessenen Ausgleich zwischen finanzstarken und finanzschwachen Ländern vor.","203",NA
"Zu einem angemessenen Länderfinanzausgleich stehen wir, genauso wie zu den Verpflichtungen des Solidarpakts.","301",NA
"Wir wollen den Länderfinanzausgleich für die Zukunft so ordnen, dass die Geberländer nicht über Gebühr belastet und um die Früchte ihrer erfolgreichen Politik gebracht werden, dass es sich für die Empfängerländer mehr als bisher lohnt, ihre Situation zu verbessern, und dass strukturschwache Regionen in den neuen und in den alten Ländern nach einheitlichen Kriterien gefördert werden.","301",NA
"Zu dieser Neuordnung der Bund-Länder-Beziehungen werden wir eine dritte Föderalismuskommission einsetzen.","303",NA
"Wir sind davon überzeugt, dass in der Vielfalt unseres Landes und in der Fähigkeit auf unterschiedliche Herausforderungen flexibel reagieren zu können, eine besondere Stärke liegt.","301",NA
"Dafür steht der Föderalismus.","301",NA
"Wir wollen ihn stärken und weiterentwickeln.","301",NA
"Dazu gehört auch das Bekenntnis, neue Bundesbehörden solange vorrangig in den neuen Ländern anzusiedeln, bis es zu einer annähernd gleichwertigen Verteilung der Standorte im Bundesgebiet gekommen ist.","301",NA
"Genauso stehen wir uneingeschränkt zu den Vereinbarungen des Bonn/Berlin-Gesetzes.","301",NA
"Die Bundesstadt Bonn ist das zweite bundespolitische Zentrum.","301",NA
"Wir wollen Bonn als deutschen Standort der Vereinten Nationen, als Sitz internationaler Nichtregierungsorganisationen und Standort für internationale Kongresse und Konferenzen stärken.","301",NA
"2.5. Verantwortungsbewusste Steuerpolitik – Leistung muss sich lohnen",NA,NA
"Starke Schultern müssen mehr tragen als schwache.","503",NA
"Das ist wegen unseres progressiven Steuersystems schon heute der Fall:","503",NA
"So haben im Jahr 2011 die obersten fünf Prozent der Steuerpflichtigen 41,5 Prozent der Einkommensteuerlast getragen.","408",NA
"Die oberen 25 Prozent der Steuerpflichtigen haben 76,9 Prozent des Einkommensteueraufkommens geschultert.","408",NA
"Wer diese Schraube überdreht, gefährdet den Zusammenhalt und schwächt die Leistungsbereitschaft der Menschen.","606",NA
"Mittelschicht entlasten – die kalte Progression abbauen",NA,NA
"Leistung muss sich lohnen.","704",NA
"Wir wollen deshalb die Leistungsträger in der Mitte unserer Gesellschaft weiter entlasten.","704",NA
"Dazu wollen wir die sogenannte kalte Progression abbauen.","701",NA
"Das sorgt dafür, dass Lohnerhöhungen, die lediglich dem Ausgleich von Preissteigerungen dienen, nicht mehr von einem höheren Steuertarif aufgezehrt werden.","701",NA
"SPD und Grüne wollen, dass der Staat weiter am Ausgleich der Inflation verdient.","305",NA
"Wir aber meinen, das Geld gehört den Arbeitnehmern.","701",NA
"Nein zur Vermögensteuer – Keine Erhöhung der Erbschaftsteuer",NA,NA
"Die meisten Menschen glauben, dass sie von einer Vermögensteuer nicht betroffen wären.","401",NA
"Das ist ein Irrtum: Wer eine Vermögensteuer einführen will, muss zunächst einmal bei allen 80,2 Millionen Menschen in Deutschland die Vermögensverhältnisse ermitteln.","401",NA
"Nur so kann sichergestellt werden, dass keine Vermögen unentdeckt bleiben.","401",NA
"Diesen Zugriff auf alle Deutschen verschweigen SPD und Grüne gerne und streuen den Menschen stattdessen Sand in die Augen.","401",NA
"Klar aber ist, dass deutsche Unternehmen zu den Leidtragenden gehören würden.","401",NA
"In Deutschland gibt es rund 1500 Unternehmen, die mit ihren Produkten Weltmarktführer sind.","401",NA
"Diese Unternehmen machen uns mit ihren Spitzenprodukten zu einer der führenden Exportnationen.","401",NA
"Die allermeisten von ihnen sind mittelständische Unternehmen: 70 Prozent davon sind in Familienbesitz, mehr als 90 Prozent gehören zum produzierenden Gewerbe.","401",NA
"Ihre Arbeit erfordert an einem Hochpreisstandort wie Deutschland teure Produktionsstätten.","401",NA
"Die Unternehmen verfügen daher über entsprechend hohe Firmenvermögen, die von den rot-grünen Plänen einer höheren Erbschaftsteuer und neuer Vermögensteuern besonders betroffen wären.","401",NA
"Dadurch wird diesen Unternehmen die Möglichkeit genommen, in neue Arbeitsplätze, in Aus-und Weiterbildung, in Forschung und Entwicklung zu investieren – oder Weihnachtsgeld zu zahlen.","401",NA
"Auch die Erbschaftsteuer trifft in Deutschland zum überwiegenden Teil Unternehmens-und Grundvermögen.","401",NA
"Wenn Erben Teile des Vermögens verkaufen müssen, um die Erbschaftsteuer bezahlen zu können, kann das verheerende Folgen für Arbeitnehmer und Mieter haben.","401",NA
"Eine Wiedereinführung der Vermögensteuer und Erhöhung der Erbschaftsteuer schadet daher unserer Wettbewerbsfähigkeit und vernichtet Arbeitsplätze.","401",NA
"Deshalb lehnen CDU und CSU beides entschieden ab.","401",NA
"Unternehmensbesteuerung wachstumsfreundlich weiterentwickeln",NA,NA
"Die Union steht für eine wachstumsfreundliche Unternehmensbesteuerung.","402",NA
"Wir haben die Unternehmenssteuerreform von 2008 mit zahlreichen Maßnahmen krisenfest weiterentwickelt.","402",NA
"Es bleibt jedoch auch künftig wichtig, dass das deutsche Unternehmenssteuerrecht mit den internationalen Entwicklungen Schritt hält.","402",NA
"Es ist erklärtes Ziel der Union, dass Deutschland ein international attraktiver Industriestandort bleibt.","402",NA
"Wir werden weiter daran arbeiten, die Unternehmenssteuern in Europa anzugleichen.","402",NA
"Unternehmen sollen über Produkte und Dienstleistungen konkurrieren, nicht mit Hilfe von Steuerkanzleien.","402",NA
"Steuerhinterziehung wirksam bekämpfen",NA,NA
"Steuerhinterziehung ist kriminell und fügt unserem Gemeinwesen schweren Schaden zu.","605",NA
"Hinterzogene Steuern fehlen dem Staat für den Bau von Straßen, die Sanierung von Schulen, Kindergärten, die Polizei und gehen damit zu Lasten aller Bürger.","605",NA
"Wir werden Steuerhinterziehung weiter entschlossen bekämpfen und Steueransprüche auch über die Grenzen der Nationalstaaten hinweg durchsetzen.","605",NA
"Wichtigstes Ziel bleibt die Einnahme der Steuern – niemand darf sich entziehen.","605",NA
"Wer es dennoch tut, muss die Folgen des Gesetzes zu spüren bekommen.","605",NA
"Steuerstraftaten werden wir weiterhin mit Nachdruck verfolgen.","605",NA
"Dazu setzen wir uns auf Länderebene dafür ein, dass Schwerpunktstaatsanwaltschaften eingerichtet werden.","605",NA
"Auf internationaler Ebene wollen wir die Zusammenarbeit der Steuerfahndungsbehörden zum Beispiel durch Übereinkommen zum Informationsaustausch verbessern.","107",NA
"Mit dem Schwarzgeldbekämpfungsgesetz hat die unionsgeführte Bundesregierung Anfang 2011 die Regeln zur strafbefreienden Selbstanzeige massiv verschärft.","605",NA
"Wir prüfen zusammen mit den Ländern und Fachleuten aus Wissenschaft und Praxis, inwieweit eine noch weitergehende Verschärfung sinnvoll und möglich ist.","605",NA
"Bereits 1996 hat die unionsgeführte Bundesregierung mit einer Initiative bei der Organisation für wirtschaftliche Zusammenarbeit und Entwicklung (OECD) den Grundstein für das seit 2005 international geltende Musterabkommen zum gegenseitigen Informationsaustausch gelegt.","107",NA
"Seit dem Inkrafttreten des Musterabkommens hat die unionsgeführte Bundesregierung 42 solcher Abkommen mit anderen Staaten unterzeichnet – 36 allein in dieser Wahlperiode.","107",NA
"Eine unionsgeführte Bundesregierung wird auch weiterhin dafür sorgen, dass Steueroasen durch eine bessere internationale Zusammenarbeit trockengelegt werden.","107",NA
"Steuervollzug besser koordinieren",NA,NA
"Der Steuervollzug soll weiterhin in der Verantwortung der Länder liegen.","301",NA
"Unsere Steuerfahnder leisten gute Arbeit.","303",NA
"Angesichts oft sehr komplizierter Prüfvorgänge bei international tätigen Unternehmen wollen wir sie dabei besonders unterstützen.","303",NA
"Deshalb setzen wir uns für eine stärkere Zusammenarbeit der Länder beim Steuervollzug ein.","303",NA
"Wir werden prüfen, inwiefern Fähigkeiten und Erfahrungen gebündelt werden können – etwa im Sinne einer Koordinierungsstelle beim Bundeszentralamt für Steuern.","302",NA
"Internationale Großkonzerne angemessen besteuern",NA,NA
"Wer in Deutschland wirtschaftlich aktiv ist, soll hier auch Steuern zahlen.","601",NA
"Einem überzogenen und aggressiven Ausnutzen von Unterschieden in den Steuersystemen der verschiedenen Länder ist entgegen zu wirken.","107",NA
"Zusammen mit Partnern wie Großbritannien und Frankreich hat sich Deutschland unter Führung der Union erfolgreich dafür eingesetzt, auch auf zwischenstaatlicher Ebene schneller voranzukommen.","107",NA
"Durch dieses Engagement steht die Frage eines gemeinsamen Vorgehens gegen überbordende internationale Steuergestaltung jetzt ganz oben auf der Tagesordnung der Beratungen von der G 8, der G 20, dem Internationalen Währungsfonds und der OECD.","107",NA
"2.6. Strenge Regeln für die Finanzmärkte",NA,NA
"Soziale Marktwirtschaft bedeutet: Die Wirtschaft muss dem Menschen dienen.","403",NA
"Das müssen wir auch für die Finanzmärkte durchsetzen.","403",NA
"Für uns gilt erstens: Der Zusammenhang zwischen Entscheidungsverantwortung und Haftung muss gerade im Finanzmarkt gelten.","403",NA
"Wer die Freiheit will, mit riskanten Geschäften hohe Gewinne zu erzielen, muss auch dafür einstehen, wenn es schiefgeht.","403",NA
"Zweitens sagen wir: Wir wollen Regeln für jedes Produkt und jeden Akteur auf jedem Finanzmarkt.","403",NA
"Beim Aufbau dieser Regeln sind wir gut vorangekommen.","403",NA
"Deutschland ist dabei nicht nur Vorreiter in der nationalen Umsetzung, sondern auch international treibende Kraft.","601",NA
"Schattenbanken kontrollieren",NA,NA
"Besondere Aufmerksamkeit werden wir dabei den sogenannten Schattenbanken widmen.","403",NA
"Wir wollen vermeiden, dass Zweckgesellschaften, Geldmarktfonds oder Hedgefonds klassische Bankgeschäfte außerhalb des regulierten Bankensektors abwickeln.","403",NA
"Sonst entstehen neue Risiken, die mit allen bisherigen und künftigen Regulierungsmaßnahmen gerade vermieden werden sollen.","403",NA
"Finanztransaktionssteuer weltweit einführen",NA,NA
"Wir haben zusammen mit zehn anderen EU-Ländern verabredet, möglichst schnell eine Finanztransaktionssteuer einzuführen.","403",NA
"Während andere nur reden, hat die unionsgeführte Bundesregierung gehandelt.","305",NA
"Bei der Umsetzung werden wir darauf achten, dass Wettbewerbsverzerrungen vermieden und die Interessen des Finanzplatzes Deutschlands gewahrt bleiben.","403",NA
"Nur als ein starker und wettbewerbsfähiger Finanzplatz kann Deutschland auch weiterhin aktiv die Regulierung der internationalen Finanzmärkte mitgestalten.","403",NA
"Unser Ziel bleibt es dabei, die Steuer nicht nur in Europa, sondern langfristig weltweit einzuführen.","107",NA
"Universalbankensystem erhalten – Mittelstandsfinanzierung sicherstellen",NA,NA
"Unsere Bankenstruktur mit Genossenschaftsbanken, Privatbanken und Sparkassen hat sich insbesondere in der Finanzmarktkrise als stabil erwiesen.","601",NA
"Wir wollen diese Struktur erhalten und stärken.","601",NA
"Denn sie sichert nicht nur die Finanzierung des Mittelstands, sondern stellt den Menschen auch vielfältige Bankangebote für ihren Alltag vor Ort zur Verfügung.","403",NA
"Gleichzeitig wollen wir vermeiden, dass Risiken aus Eigenhandelsgeschäften der Banken Sparguthaben und Kreditgeschäfte der Anleger gefährden.","403",NA
"Deshalb haben wir dafür gesorgt, dass bestimmte hochspekulative Geschäfte vom Einlagen-und Kreditgeschäft abgetrennt werden.","403",NA
"2.7  Nachhaltiges Wachstum schafft Lebensqualität",NA,NA
"Wachstum hat das Leben vieler Menschen in unserem Land, aber auch weltweit, in beispielloser Weise verbessert und Wohlstand ermöglicht.","410",NA
"Dabei ist Wachstum in der Sozialen Marktwirtschaft kein Selbstzweck.","416",NA
"Marktwirtschaft und Wachstum müssen dem Menschen dienen.","416",NA
"In diesem Sinne muss die Soziale Marktwirtschaft immer auch fortentwickelt werden.","403",NA
"Dazu gehört, die gesellschaftlichen und wirtschaftlichen Entwicklungsmöglichkeiten nachkommender Generationen stärker als bisher zu sichern.","416",NA
"Deshalb wollen wir ein Wachstum, das Ökonomie, Ökologie und Soziales miteinander verbindet.","416",NA
"Dies gilt gerade angesichts der vor uns liegenden Herausforderungen wie dem globalen Klimawandel, der Versorgung einer immer größer werdenden Weltbevölkerung und der Wirtschafts-und Finanzkrise.","416",NA
"Nachhaltiges Wachstum bedeutet nicht einfach „mehr“, sondern vor allem „Besseres“ zu schaffen.","416",NA
"Wir wollen eine Wirtschaft, die Vorreiter bei nachhaltigen Produkten, intelligenten Lösungen und Strategien zur Verbesserung der Vereinbarkeit von Umwelt und Wirtschaft ist.","416",NA
"Nachhaltigkeit in allen Lebensbereichen und weltweit erreichen",NA,NA
"Unser Verständnis von Wachstum und Wohlstand weist über den Tag hinaus und muss drei Aspekte von Nachhaltigkeit erfüllen:","416",NA
"1.       Nachhaltigkeit muss in einer vernetzten und globalisierten Welt, auch international verankert werden.","107",NA
"Eine internationale Ordnungspolitik der Nachhaltigkeit muss darauf hinwirken, lokal und global, in entwickelten Industrieländern sowie in Entwicklungs-und Schwellenländern den Übergang in das Zeitalter energieeffizienter, umweltfreundlicher Produktion, stabiler Finanz-und hoher sozialer Standards anzustoßen und partnerschaftlich zu begleiten.",NA,NA
"2.       Ökonomisch und finanziell nachhaltiges Wachstum erfordert vor allem, die Verschuldungspolitik zu beenden.","414",NA
"In Folge der internationalen Finanzkrise besteht jetzt die historische Chance, eine nachhaltige Finanzpolitik in Deutschland, Europa und der Welt durchzusetzen.","414",NA
"3.       Der Mensch ist Teil der Schöpfung.",NA,NA
"Sie zu schützen ist unser Auftrag.","501",NA
"Das Prinzip der Nachhaltigkeit ist fester Bestandteil unserer Politik.","501",NA
"Wir wollen unseren Nachkommen eine Welt bewahren und hinterlassen, die auch morgen noch lebenswert ist.","501",NA
"Ganz entscheidend für ökologische Nachhaltigkeit ist, dass bereits eine deutliche Entkopplung von Wirtschaftswachstum und Ressourcenverbrauch gelungen ist.","416",NA
"Diesen Weg gilt es fortzusetzen.","416",NA
"Menschen zur Teilhabe zu befähigen und dadurch den gesellschaftlichen Zusammenhalt zu stärken – das ist soziale Nachhaltigkeit.","501",NA
"Jeder Mensch soll sich gemäß seinen Fähigkeiten beteiligen, einbringen und einen Beitrag zum Wohle aller leisten können.","503",NA
"Das heißt insbesondere, Bildung weiter in allen Lebensphasen zu fördern,","506",NA
"es heißt, noch mehr Arbeitsuchende in Arbeit zu bringen","701",NA
"und es heißt, die Bereitschaft der Menschen für ehrenamtliches Engagement noch mehr als bisher zu heben.","606",NA
"Neue Maßstäbe für die Wohlstandmessung",NA,NA
"Dieses Verständnis von Wohlstand kann das Bruttoinlandsprodukt (BIP) allein nicht abbilden.","416",NA
"Es ist eine gute Kennzahl, um die Wirtschaftsleistung zu messen und dafür ist es auch weiter notwendig.","410",NA
"Mehr kann es aber nicht messen.","416",NA
