"content","cmp_code","eu_code"
"-   sowie ein Maximum an marktwirtschaftlichen Lösungen gewährleistet werden.","401",NA
"-    Das Gelingen der Energiewende ist entscheidend für die Zukunft der deutschen Volkswirtschaft und die Kostenbelastung von Verbrauchern, Handwerk, Gewerbe und Industrie.","411",NA
"-   Energiepolitik ist ein unverzichtbarer Bestandteil der Wirtschaftspolitik.","411",NA
"-    Die Verantwortung dafür sollte deshalb beim zuständigen Ministerium liegen.","303",NA
"-    ",NA,NA
"Ordnungspolitik für das 21. Jahrhundert – neue Regeln für Finanzmärkte",NA,NA
"Ein leistungsfähiges und stabiles Finanzsystem ist in der Sozialen Marktwirtschaft unerlässlich für eine innovative und erfolgreiche Wirtschaft, die verlässliche Altersvorsorge der Menschen und die Finanzierung der öffentlichen Hand.","414",NA
"Es sorgt für einen nachfrage-und risikogerechten Zugang zu Finanzmitteln und gibt damit Raum für Investitionen und nachhaltige Formen der Geldanlage.","414",NA
"Ein funktionierendes Finanzsystem dient damit dem Fortschritt und Wachstum von Wirtschaft und Gesellschaft.","414",NA
"Dafür brauchen wir freie,","401",NA
"aber nicht ungeordnete Finanzmärkte.","403",NA
"Zu dieser Unordnung haben Fehlentscheidungen in Notenbanken, Aufsichtsbehörden, Ratingagenturen und Finanzinstituten maßgeblich beigetragen.","403",NA
"Die vergangenen Jahre haben gezeigt: Wir brauchen eine streitbare und wehrhafte Soziale Marktwirtschaft -eine neue Ordnungspolitik für die Finanzmärkte des 21. Jahrhunderts.","403",NA
"Sie sollen wieder zu einem Instrument für Wachstum und Fortschritt werden, das dem Menschen dient.","410",NA
"Das deutsche Universalbankensystem mit seinen drei Säulen – Privatbanken, Genossenschaftsinstitute und Sparkassen – hat sich dabei gerade in der Krise bewährt, weil Universalbanken ihre Risiken auf mehrere Vermögensklassen verteilen können und deswegen in der Krise mehr Möglichkeiten haben Liquidität zu generieren als Spezialbanken.","601",NA
"Wir wollen dieses System stärken und dort, wo es Fehlentwicklungen gegeben hat, durch ein neues Ordnungsrecht nachsteuern.","403",NA
"In Deutschland sind wir voran gegangen.","601",NA
"Mit einem Bankeninsolvenzrecht für systemrelevante Banken haben wir Risiko und Haftung wieder zusammen gebracht.","403",NA
"Jetzt muss es schnell eine ähnliche Regelung auf europäischer Ebene geben.","403",NA
"Wir haben die Kontrolle der Ratingagenturen verbessert und die Bankenaufsicht gestärkt.","403",NA
"Sie bekommt stärkere Eingriffsrechte, wenn Banken in einer Krisensituation sind.","403",NA
"Und die Banken werden mit der neu eingeführten Bankenabgabe erstmals für die Kosten zur Bewältigung einer Finanzkrise herangezogen.","403",NA
"Wir haben die Lehren aus der Finanz-und Wirtschaftskrise gezogen und bereits vieles angepackt, um die Soziale Marktwirtschaft zu stärken.","403",NA
"Die wichtigsten Maßnahmen zur Stabilisierung der Märkte sind eingeleitet oder werden schrittweise eingeführt.","403",NA
"Die Neuordnung der Finanzmärkte ist aber noch nicht abgeschlossen.","403",NA
"Deutschland braucht als Finanz-und Finanzierungsstandort eine dauerhafte Perspektive.","403",NA
"Wir wollen das Finanzsystem noch besser gegen Krisen rüsten.","403",NA
"Dafür braucht es klare Regeln und planbare Rahmenbedingungen.","403",NA
"Dazu gehört auch das Problem der Systemrelevanz „too big to fail“.","403",NA
"Chancen und Risiken müssen in einer gesunden Balance stehen.","403",NA
"Dafür treten wir ein.","305",NA
"Dafür treten wir an.","305",NA
"-   Globales Wirtschaften verlangt globale Finanzmärkte.","414",NA
"-   Es braucht eine nachhaltige Reform des Ordnungsrahmens im Bankensektor und an den Finanzmärkten insgesamt, um Risiken für Konjunktur und wirtschaftliche Entwicklung abzuwenden sowie gesellschaftliche Stabilität zu ermöglichen.","403",NA
"-   Um eine effektive staatliche Kontrolle sicherzustellen, bedarf es dazu einerseits international strenger Regeln","107",NA
"-   und andererseits national und international wettbewerbsfähiger Institute, die ihrer wichtigen Finanzierungsfunktion nachkommen können.","402",NA
"-   Dazu gehören effektive Risikopuffer und Risikomanagementsysteme für alle Marktteilnehmer, einschließlich der Handelssysteme.","403",NA
"-   Hinzu kommen transparente Abläufe und Risiken, klare Verantwortlichkeiten und Haftungsregeln und eine effektive Kontrolle.","303",NA
"-    Jenseits aller Regeln und Kontrollen ist aber das Wichtigste, dass Risiko und Haftung wieder zusammengeführt werden.","403",NA
"-   Privat eingegangene Risiken müssen auch privat getragen werden.","403",NA
"-    Das ist der beste Risikoschutz für alle.","403",NA
"-    ",NA,NA
"-   Der Ankauf von Staatsanleihen durch Banken innerhalb der Euro-Zone sollte ähnlich wie Unternehmenskredite mit Eigenkapital unterlegt werden.","403",NA
"-    ",NA,NA
"-   Wir wollen die Aufsicht über Banken und andere Finanzinstitute weiter verbessern.","403",NA
"-   Wir wollen aber nicht nur einfach Aufsichtsbehörden vergrößern und Bürokratie in den Banken vermehren.","303",NA
"-   Wir brauchen eine kritische Reflektion darüber, warum in der gesamten Finanzkrise die Bankenaufsicht trotz mehrerer tausend Mitarbeiter und Millionen von kleinlichen Kontrollen so dramatisch versagt hat.","303",NA
"-   Keine einzige Bankenschieflage wurde von der Aufsicht aufgedeckt.","303",NA
"-    Wir brauchen nicht zwingend mehr Aufsicht, sondern in jedem Fall eine bessere Aufsicht.","303",NA
"-   Bei der Umsetzung der gemeinsamen Europäischen Bankenaufsicht legen wir strengen Wert auf eine strikte institutionelle Trennung zwischen Zentralbank-und Aufsichtsfunktionen.","303",NA
"-   Dazu gehört nicht nur eine organisatorische Trennung, sondern vor allem die Einrichtung eigenständiger Entscheidungsgremien in der Aufsichtssäule.","303",NA
"-   Systemrelevante Banken sollen durch eine gemeinsame europäische Aufsicht kontrolliert werden.","108",NA
"-   Ein Zugriff auf andere Banken soll möglich sein, wenn die nationale Aufsicht in dem betreffenden Mitgliedstaat nicht ausreicht, um systemische Risiken abzuwehren.","108",NA
"-    ",NA,NA
"-   Wir begrüßen die Ansiedlung der Bankenaufsicht am Sitz der EZB in Frankfurt am Main und setzen uns dafür ein, dass die gemeinsame Europäische Bankenaufsicht den höchsten rechtlichen Standards entspricht.","108",NA
"-    Eine Vereinheitlichung darf nicht zu einer Aufweichung der Regeln führen.","403",NA
"-   Gleichzeitig muss der Wettbewerb verschiedener Bankensysteme und verschiedener Geschäftsmodelle ebenso erhalten bleiben wie regionale oder grenzüberschreitende Branchenstrukturen.","301",NA
"-   Dazu gehören insbesondere die in Deutschland bewährten Systeme der Sparkassen, Genossenschaftsbanken und Bausparkassen.","601",NA
"-    ",NA,NA
"-   Einen Zugriff auf nationale Einlagensicherungsfonds oder den nationalen Restrukturierungsfonds lehnen wir ab.","110",NA
"-   Die deutschen Sparer sollen nicht mit ihrem Geld für das finanzielle Risiko anderer Bankensysteme gerade stehen.","110",NA
"-   Rettungs-bzw. Kapitalisierungsmaßnahmen für Banken aus den europäischen Rettungsschirmen sind nur bei gleichzeitiger Mithaftung des betreffenden Sitzstaates zulässig.","110",NA
"-    ",NA,NA
"-   Wir wollen nicht, dass Unternehmen systemrelevant werden können.","403",NA
"-    Bei der Genehmigung von Fusionen und Übernahmen im Finanzsektor soll daher zukünftig darauf geachtet werden, dass dadurch keine systemischen Risiken begründet werden.","403",NA
"-    ",NA,NA
"-   Um die Stabilität und Wettbewerbsfähigkeit des Bankensektors in Deutschland dauerhaft wiederherzustellen, müssen besonders auch die krisengeschüttelten Landesbanken ihr Geschäftsmodell und ihre Bilanz auf das Maß zurückführen, das ihrem öffentlichen Auftrag angemessen ist.","303",NA
"-   Für eingegangene Risiken müssen alle Gesellschafter in die Mitverantwortung genommen werden, auch die Sparkassen, soweit sie Geschäftsanteile gehalten haben.","403",NA
"-   Der Staat sollte sich nach und nach aus diesen Banken zurückziehen.","414",NA
"-    Weitere Subventionen zu Lasten privater Wettbewerber oder noch höhere Belastungen des Steuerzahlers mit den Risiken der bereits gestützten Institute, insbesondere bei der Rettung von Landesbanken, sind nicht hinnehmbar und schaden dem Standort insgesamt.","414",NA
"-    ",NA,NA
"-   Der Kapitalmarkt ist neben dem Bankensystem ein wichtiger Bestandteil für die Finanzierung unserer Zukunft und der Altersvorsorge.","414",NA
"-   Auch hier wollen wir weiter an krisen-und zukunftsfesten Rahmenbedingungen arbeiten.","403",NA
"-   Dazu gehören auch Wagniskapital und Private Equity.","414",NA
"-   Deutschland verdankt seine starke Position im internationalen Wettbewerb nicht nur Innovation, sondern auch dem Vertrauen in Investitionen und Produktion Made in Germany.","601",NA
"-    ",NA,NA
"-   Neue Steuern können die Aufsichts-und Regelungslücken im Bereich der Finanzmärkte nicht schließen.","303",NA
"-   Wir sind gegen Steuermodelle, die Bürokratie schaffen, nicht effektiv erhoben werden können – und am Ende die Falschen treffen: die Betriebe, die Sparer und die Bürger, die für ihr Alter vorsorgen.","303",NA
"-    ",NA,NA
"-   Wir wollen die Rechte der Aktionäre an ihrem Unternehmen stärken.","403",NA
"-    Sie sind die Eigentümer.","403",NA
"-   Die Manager sind ihre Verwalter.","403",NA
"-   Dieses Verhältnis muss sich in den Aktionärsrechten stärker widerspiegeln – auch um nachhaltige und unter Risikogesichtspunkten verantwortbare Investitionsentscheidungen zu befördern.","403",NA
"-    Deshalb wollen wir beispielsweise den Einfluss der Hauptversammlung auf die Vergütung des Managements stärken, indem wir Vergütungen der Vorstände oberhalb bestimmter Rahmenvorgaben und Beträge an die Zustimmung durch die Gesellschafter knüpfen.","403",NA
"-   Eingriffe in Eigentümer-und Aktionärsrechte – beispielsweise durch Vorgabe bestimmter Quoten bei der Besetzung von Aufsichtspositionen – lehnen wir ab.","401",NA
"-    ",NA,NA
"Vielfalt der Regionen erhalten, Chancen der Demographie nutzen, ländliche Räume stärken",NA,NA
"Wir wollen, dass die Menschen in Deutschland überall die Chance haben, ihren Weg zu gehen – egal ob in Städten oder in ländlichen Räumen.","503",NA
"Deutschland ist ein vielfältiges Land, ein Land der Regionen.","601",NA
"Im ländlichen Raum lebt die Hälfte aller Menschen unseres Landes.","601",NA
"Eine oftmals stark mittelständisch geprägte Unternehmenskultur schafft Arbeitsplätze, Innovation und Fortschritt – mit Wirkung oft weit über die Region hinaus:","401",NA
"Viele Weltmarktführer kommen aus dem ländlichen Raum.","401",NA
"Eine besondere Bedeutung hat überdies eine moderne Agrar-und Ernährungswirtschaft sowie in vielen Regionen ein attraktives Tourismusangebot.","703",NA
"Wir wollen den demographischen Wandel gestalten und zu einer Chance machen.","0",NA
"Dazu müssen auch in Zukunft im ländlichen Raum alle Möglichkeiten für den Alltag vorhanden und gut erreichbar sein.","503",NA
"Das schließt die Sicherung der Versorgung für ältere Menschen in allen Lebensbereichen,","706",NA
"aber auch Zukunftsperspektiven für jüngere Menschen ein.","706",NA
"Deshalb haben wir ein umfangreiches Maßnahmenpaket zur Stärkung der ländlichen Räume auf den Weg gebracht","410",NA
"und mit dem Landärztegesetz einen wichtigen Schritt unternommen, um eine gute und flächendeckende ärztliche Versorgung auch künftig sicherzustellen.","504",NA
"Die Stärken und die Vielfalt der deutschen Regionen gilt es zu erhalten und zu stärken.","601",NA
"Dabei kommt dem Erhalt von Arbeitsplätzen eine zentrale Bedeutung zu.","701",NA
"Darum setzen wir uns für einen starken Mittelstand","402",NA
"und für eine eigenständige, unternehmerische Land-und Ernährungswirtschaft ein.","703",NA
"Darum haben wir die Besteuerung von Agrardiesel und Mehrgefahrenversicherungen dauerhaft reduziert.","402",NA
"Und mit der Verabschiedung des Tierschutzgesetzes, des Tiergesundheitsgesetzes sowie eines Gesetzes zur Verringerung des Antibiotikaeinsatzes in der Tierhaltung haben wir den Tierschutz in Einklang mit der Wirtschaftlichkeit in der landwirtschaftlichen Nutztierhaltung gebracht.","703",NA
"Das Waldgesetz haben wir zukunftsweisend reformiert und eine nationale Waldstrategie verabschiedet.","703",NA
"Wir stehen für eine moderne, unternehmerische und nachhaltige Landwirtschaft.","703",NA
"Wir stehen für die Vielfalt im ländlichen Raum und wir stehen für die Chancen auf Zukunft und Perspektive für alle Menschen.","503",NA
"Überall in Deutschland.","503",NA
"Dafür treten wir ein.","305",NA
"Dafür treten wir an.","305",NA
"-   Wir wollen neue Wege gehen, um in allen Regionen Deutschlands gleichwertige Lebensverhältnisse zu erhalten","503",NA
"-   und die Vielfalt der Regionen zu bewahren.","301",NA
"-    Dazu stärken wir kommunale Zentren, in denen soziale und technische Infrastruktur kostengünstig und zentral erreichbar vorgehalten werden kann.","301",NA
"-   Menschen sollen so weit wie möglich in jedem Alter und in jeder Lebenslage frei sein zu entscheiden, wo und wie sie leben wollen.","201",NA
"-    Dafür braucht es entsprechende Rahmenbedingungen:","411",NA
"-   In der Verkehrsinfrastruktur, in der sozialen Infrastruktur und in der Kommunikationsinfrastruktur.","411",NA
"-    Wir wollen alle drei Infrastrukturbereiche verbessern, zum Beispiel durch Förderung technischer Assistenzsysteme und weiterer telemedizinischer Anwendungen.","411",NA
"-   Deshalb ist ein zügiger, flächendeckender Ausbau der Breitbandkommunikation dringend erforderlich.","411",NA
"-   Daneben wollen wir die ambulanten Pflegedienste stärken, um so die Versorgung gerade älterer Menschen flächendeckend zu gewährleisten.","504",NA
"-   Im Alter wollen wir den Verbleib in den eigenen vier Wänden erleichtern, dabei helfen technische Assistenzsysteme wie der Hausnotruf.","411",NA
"-   Zudem muss Barrierefreiheit Bestandteil der Aus-und Weiterbildungsinhalte von Architekten, Handwerkern, Planern und Ingenieuren werden.","705",NA
"-    ",NA,NA
"o Wir wollen auch in Zukunft bezahlbare Mobilität in ländlichen Räumen gewährleisten.","503",NA
"o Der motorisierte Individualverkehr ist hier für viele Menschen unverzichtbar.","201",NA
"o  Eine Verteuerung durch höhere Steuern oder die Abschaffung der Pendlerpauschale lehnen wir deshalb ab.","409",NA
"o Den Erhalt und wo erforderlich – Ausbau der entsprechenden Infrastruktur unterstützen wir.","411",NA
"o  ",NA,NA
"-   Wir wollen die Rahmenbedingungen für die konventionelle und ökologische Landwirtschaft weiter durch marktwirtschaftliche Reformen verbessern, damit Landwirte erfolgreich am Markt bestehen können.","703",NA
"-    Deshalb unterstützt liberale Agrarpolitik die Landwirte in ihrer unternehmerischen Freiheit","703",NA
"-   und setzt sich für gleiche Wettbewerbsbedingungen innerhalb der EU ein.","703",NA
"-   Für den Weinbau begrüßen wir nach dem Auslaufen der bisherigen Regelung die Umsetzung eines einheitlichen europäischen Rebflächenmanagementsystems.","703",NA
"-    ",NA,NA
"-   Wir stehen für eine an der Praxis orientierte Agrarforschung und einen verbesserten Wissenstransfer.","703",NA
"-   Die Minderung der Naturbelastung, die Erhöhung der Standards in der Nutztierhaltung und der vermehrte Einsatz nachwachsender Rohstoffe erfordern eine verstärkte Forschung.","501",NA
"-   Eine Effizienzsteigerung ist im Sinne der Nachhaltigkeit.","416",NA
"-    ",NA,NA
"-   Wir setzen uns für eine verantwortliche Nutzung und weitere Erforschung der modernen Biotechnologie ein.","411",NA
"-   Die Sicherheit der Züchtungsmethode hat sich in jahrzehntelanger Praxis erwiesen und wurde durch umfangreiche Risikoforschung bestätigt.","703",NA
"-   Die Nutzung der von der EU nach sorgfältiger, wissenschaftlicher Prüfung zugelassenen Sorten muss auch in Deutschland möglich sein.","703",NA
"-    ",NA,NA
"-   Die Verankerung des Tierschutzes im Grundgesetz ist für uns ein großer Erfolg.","501",NA
"-   Wir setzen uns für eine tiergerechte und die Tiergesundheit fördernde Tierhaltung und -ernährung ein.","501",NA
"-   Wir wollen den Tierschutz in der landwirtschaftlichen Nutztierhaltung auf europäischer Ebene auf wissenschaftlicher Basis und im Einklang mit der Wirtschaftlichkeit voranbringen.","501",NA
"-   Pflanzenbestäubende Insekten müssen geschützt werden, weil sie auch den Ertrag von Kulturpflanzen sicherstellen.","501",NA
"-    ",NA,NA
"-   Bei der Bioenergie achten wir darauf, Konkurrenzen zwischen Tank und Teller zu vermindern.","501",NA
"-   Ein weiterer Ausbau der Bioenergie soll verstärkt über die Nutzung von Rest-und Koppelprodukten erfolgen.","501",NA
"-   Bei der Produktion von Biomasse zur energetischen Nutzung sind Alternativen zum Maisanbau, zum Beispiel Kurzumtriebsplantagen, zu nutzen.","501",NA
"-    ",NA,NA
"-   Wir setzen uns für eine nachhaltige Waldbewirtschaftung ein, die im Waldbau die Erfordernisse der stofflichen und energetischen Holznutzung sowie der Artenvielfalt berücksichtigt.","416",NA
"-   Ziel der Eingriffs-Ausgleichsregelung des Bundesnaturschutzgesetzes soll der Schutz der Natur, nicht die Minderung land-und forstwirtschaftlicher Nutzfläche sein.","703",NA
"-   Nutzungsbeschränkungen sind auf das Nötigste zu reduzieren;","703",NA
"-    Enteignungen lehnen wir ab.","703",NA
"-    ",NA,NA
"-   Vertrauen ist das wertvollste Kapital auch für die Land-und Ernährungswirtschaft.","403",NA
"-   Deshalb wollen wir mehr Transparenz, Sicherheit und damit Vertrauen zwischen Produzenten und Kunden herstellen.","403",NA
"-    Wir wollen dem mündigen Verbraucher die notwendigen Informationen für eine freie und fundierte Entscheidung für Einkauf und Ernährung zur Verfügung stellen.","201",NA
"-   Deshalb möchten wir eine konsequente Prozesskennzeichnung für alle Lebensmittel und Konsumgüter, bei deren Produktion an irgendeiner Herstellungsstufe gentechnisch veränderte Organismen beteiligt sind.","403",NA
"-    Nur so ist eine vollständige Aufklärung des Verbrauchers möglich.","403",NA
"-    ",NA,NA
"Gemeinsam wachsen – frei handeln",NA,NA
"Wo mehr Menschen die Möglichkeit haben, ihren eigenen Weg zu gehen und ihre eigenen Ziele zu verfolgen, ist es möglich, gemeinsam mehr zu erreichen und zusammen zu wachsen.","201",NA
"Dafür schafft die Globalisierung enorme Chancen.","407",NA
"Die Welt kann von weiterer Kooperation stark profitieren.","407",NA
"Dafür ist es notwendig, Hindernisse aus dem Weg zu räumen und Freiräume zu schaffen.","407",NA
"Als Exportnation ist Deutschland auf diese Freiheit beim Handel angewiesen.","407",NA
"Beschränkungen des deutschen Exports oder Sanktionen wegen unserer Außenhandelsüberschüsse lehnen wir ab.","407",NA
"Wir werden in einer globalisierten Welt, im Wettbewerb mit Ländern wie China, Indien und Brasilien nur dann bestehen können, wenn wir in Europa gemeinsam stärker werden – und nicht, indem wir uns selber schwächen.","108",NA
"Freihandel hilft außerdem beim Kampf gegen Armut weltweit.","407",NA
"Weil wir gemeinsam diese Chancen ergreifen sollten, setzen wir uns weiterhin für substantielle Impulse zur weiteren Liberalisierung des Handels und für die Beseitigung von Hindernissen ein.","407",NA
"Für offene Märkte.","407",NA
"Zum gegenseitigen Nutzen.","407",NA
"So schaffen wir den Nährboden für Wachstum und Wohlstand weltweit.","410",NA
"Dafür, dass jeder die Chance bekommen soll, mehr zu erlernen und mehr zu erreichen.","503",NA
"Dafür, dass wir zusammen besser werden und besser leben.","410",NA
"In Deutschland und auf der Welt.","107",NA
"Dafür treten wir ein.","305",NA
"Dafür treten wir an.","305",NA
"o Wir wollen Wachstum und Wohlstand weltweit durch freien Handel.","410",NA
"o Deshalb setzen wir auf den freien Verkehr von Waren und Dienstleistungen in der EU und eine weitere Öffnung der Weltwirtschaft.","407",NA
"o Dabei legen wir hohe Standards bei Menschenrechten, Arbeitssicherheit, Verbraucherschutz, Umweltschutz und Gesundheit an.","416",NA
"o Wir wollen den Freihandel weltweit vorantreiben und Handelshemmnisse jeder Art konsequent abbauen.","407",NA
"o Freier Handel sichert Fortschritt, Arbeitsplätze und Wachstum, fördert den Austausch der Kulturen und schafft Frieden.","407",NA
"o Ein rascher Abschluss der laufenden Doha-Runde in der Welthandelsorganisation wäre daher ein großer Fortschritt für alle.","407",NA
"o Solange die Verhandlungen nicht vorankommen muss jedoch die Chance ergriffen werden, bilaterale Freihandelsabkommen mit anderen Wirtschaftsmächten zu schließen.","407",NA
"o Wir Liberale unterstützen daher die EU-Verhandlungen mit Indien, Mercosur und Japan.","407",NA
"o Wir werden die Verhandlungen für ein Freihandelsabkommen zwischen der EU und den USA vorantreiben.","407",NA
"o  ",NA,NA
"-   Wir wollen die Exportchancen der deutschen Wirtschaft durch die Erschließung neuer aufstrebender Märkte erhöhen.","407",NA
"-   Dazu gehören insbesondere Länder, die bislang wirtschaftspolitisch und unternehmerisch weniger beachtet wurden.","407",NA
"-   Alle diese Länder verfügen über große Binnenmärkte und entwickeln sich sehr dynamisch.","407",NA
"-   Wir wollen dabei an die erfolgreiche Außenwirtschaftsoffensive der Bundesregierung anknüpfen, die die Außenwirtschaftspolitik und ihr Instrumentarium neu ausgerichtet und gebündelt hat.","407",NA
"-   Ziel ist es, das Interesse deutscher Unternehmen für diese Länder zu stärken und sie tatkräftig zu unterstützen.","407",NA
"-    ",NA,NA
"-   Die deutsche Wirtschaft braucht Rohstoffe, um ihren Erfolgskurs fortzusetzen und damit Wachstum und Arbeitsplätze in Deutschland zu sichern.","410",NA
"-   Der Zugang zu Rohstoffen ist nicht nur von technologischen Möglichkeiten abhängig, sondern auch von den wirtschaftlichen und politischen Rahmenbedingungen.","408",NA
"-   Wir wollen deshalb weitere Rohstoffpartnerschaften mit Ländern abschließen und zugleich Handelshemmnisse und Wettbewerbsverzerrungen abbauen.","407",NA
"-    ",NA,NA
"-   Gleichzeitig wollen wir die Wirtschaft durch gezielte Programme weiter bei der Diversifizierung von Rohstoffbezugsquellen, Explorations-und Bergbaumaßnahmen sowie Konzessionserwerb und Beteiligungen unterstützen.","408",NA
"-   Dazu zählen auch die Garantien für ungebundene Finanzkredite und Hermes-Deckungen bei der Erschließung neuer oder schwieriger Märkte.","402",NA
"-   Zudem wollen wir die Beratung und Unterstützung insbesondere kleiner und mittlerer Unternehmen bei der Rohstoffsicherung, Verbesserung der Rohstoffeffizienz und der Netzwerkbildung weiter verstärken.","402",NA
"-    ",NA,NA
"-   Wir wollen den zeitgemäßen und wirksamen Schutz des geistigen Eigentums, um auch zukünftig Anreize für risikobehaftete Investitionen in neue Technologien, Geschäftsprozesse und kreative Werke zu schaffen.","401",NA
"-   Das ist für den immer stärker digitalisierten Wissens-und Medienstandort Deutschland essentiell, der seine globale Wettbewerbsfähigkeit wesentlich aus dem Können und der Intelligenz seiner Forscher, Entwickler und Kulturschaffenden bezieht.","411",NA
"-   Dafür notwendige internationale Vereinbarungen sind transparent und nachvollziehbar zu verhandeln und zu verabschieden.","401",NA
"-   Wir wollen den deutschen Mittelstand stärker als bisher in der Außenwirtschaftspolitik einbeziehen, etwa durch die Begleitung mittelständischer Unternehmen auf Auslandsmärkten und Unterstützung beim Ausbau des Exports innovativer Dienstleistungen.","402",NA
"-    In der Entwicklungszusammenarbeit wollen wir die Kooperation mit der Wirtschaft weiter ausbauen.","107",NA
"-   Die Voraussetzungen für Investitionen deutscher wie auch einheimischer Unternehmen und die Entwicklung der lokalen und regionalen Märkte wollen wir durch die Verbesserung der Rahmenbedingungen mit den Mitteln der Entwicklungszusammenarbeit erleichtern.","107",NA
"-   Dazu gehören bessere Infrastrukturen,","411",NA
"-    die Schaffung und Stärkung der gesetzlichen Rahmenbedingungen,","403",NA
"-    Korruptionsbekämpfung,","304",NA
"-   Bildung und Ausbildung.","506",NA
"-    ",NA,NA
"II. Chancen, damit jeder über sich hinaus wachsen kann",NA,NA
"Wir wollen die Voraussetzungen schaffen, dass sich jeder Mensch in unserem Land frei entfalten, Hindernisse überwinden und nach seinen eigenen Vorstellungen glücklich werden kann.","201",NA
"Wir Liberale wollen Chancen unabhängig von der Herkunft.","503",NA
"Eine der wichtigsten Voraussetzungen für ein solches selbstbestimmtes Leben bleibt der möglichst frühe und lebenslange Zugang zu individueller Bildung und Weiterbildung für jeden.","506",NA
"Unser Anspruch ist es deshalb, dass Bildung als Bürgerrecht unabhängig vom Hintergrund jedem Menschen offen steht.","503",NA
"Dazu gehört auch eine umfassende Persönlichkeitsbildung, die Menschen Befähigung und Motivation zu eigenverantwortlichem Handeln in der eigenen Lebensplanung und der Gesellschaft gibt.","506",NA
"Dafür gewährleisten wir jedem, der Bildung sucht, Wahlfreiheit unter einer Vielfalt von Angeboten, um die eigene Kreativität in einem fairen Qualitätswettbewerb voll entfalten zu können.","201",NA
"Wir wollen alle Menschen befähigen, ein Leben in Würde zu führen.","201",NA
"Gute Bildung und Ausbildung ist die Voraussetzung für den Aufstieg.","506",NA
"Aber wer aufsteigen will, der muss zunächst auch einsteigen können.","701",NA
"Deshalb wollen wir die Lohnzusatzkosten niedrig halten,","408",NA
"den Arbeitsmarkt weiter öffnen","401",NA
"und mit dem liberalen Bürgergeld Anstrengung belohnen","401",NA
"und Bürokratie abbauen.","303",NA
"Wir wollen die Möglichkeiten schaffen, dass in einer Republik freier Bürger jeder seinen Weg gehen und Grenzen überwinden kann.","201",NA
"Deshalb stehen wir in unserer Gesellschaft solidarisch jenen zur Seite, die in Not sind und bereit sind, sich auch selbst anzustrengen.","503",NA
"Für diese Menschen wollen wir unsere sozialen Sicherungssysteme weiter ertüchtigen und zukunftsfest machen","504",NA
"– nicht um Not zu verwalten oder eine persönliche Situation zu alimentieren, sondern damit jeder eine faire Chance hat selbstbestimmt tätig zu sein.","401",NA
"Chancen ergreifen – lebenslange Bildung",NA,NA
"Voraussetzung dafür, dass das Aufstiegsversprechen unserer Gesellschaft mit ihrer Sozialen Marktwirtschaft für jeden in unserem Land Wirklichkeit werden kann, ist vor allem eine gute Bildungspolitik.","506",NA
"Damit jeder Mensch seine Talente und Ideen entfalten kann – zu seinem Vorteil und zum Nutzen aller.","201",NA
"Dazu haben wir in den vergangenen Jahren unter anderem die Ausgaben für Bildung und Forschung um knapp 14 Milliarden Euro erhöht,","506",NA
"für zusätzliche Studienplätze gesorgt,","506",NA
"das Deutschlandstipendium eingeführt,","504",NA
"die Förderung der beruflichen Weiterbildung","411",NA
"und das BAföG sowie das Meister-BAföG verbessert.","504",NA
"Mit dem Bildungspaket schaffen wir für 2,5 Millionen Kinder in unserem Land neue Zugänge zu Bildungs-und Kulturangeboten.","506",NA
"Wir haben uns mit der Fortführung des Programms „Schulverweigerer – die Zweite Chance“ dafür stark gemacht, dass Jugendlichen ein Wiedereinstieg in Bildung gelingt","506",NA
"und das Programm „Bildungsketten“ eingeführt, das Jugendliche beim Übergang von Schule in Ausbildung und Beruf unterstützt.","706",NA
"Unsere bildungspolitische Grundhaltung ist auch geprägt von der pädagogischen Einsicht, dass eigenverantwortliche und eigenständige Menschen nur in einem Umfeld erzogen, unterrichtet und gebildet werden können, das eigenverantwortlich agiert und Eigenverantwortung vorlebt.","201",NA
"Bildung für nachhaltige Entwicklung (BNE) hat sich in den letzten Jahren zu einem wichtigen und unverzichtbaren Grundelement der Bildungspolitik entwickelt.","416",NA
"Mit der Orientierung der Bildung am Leitbild der nachhaltigen Entwicklung werden neue Wege begangen, um die Lernenden auf das Leben und Wirtschaften im 21. Jahrhundert vorzubereiten.","416",NA
"Liberale Bildungspolitik will diese Neuorientierung unterstützen, um die Zukunftsfähigkeit unserer Bildungspolitik zu sichern und auszubauen.","506",NA
"Liberale Bildungspolitik legt so den Grundstein dafür, dass in Zukunft mehr Menschen mehr Chancen haben werden.","506",NA
"Sie ist das beste Rüstzeug für ein Leben in Freiheit und Verantwortung.","201",NA
"Diesen Weg werden wir weiter gehen.","201",NA
"Dafür treten wir ein.","305",NA
"Dafür treten wir an.","305",NA
"-   Wir wollen, dass Bildung als Bürgerrecht unabhängig vom sozialen Hintergrund jedem Menschen offen steht.","503",NA
"-   Deshalb haben Investitionen in Bildung für uns Priorität.","506",NA
"-   Wir wollen die entsprechende Infrastruktur ausbauen","506",NA
"-   und individuelle Anstrengungen wie privates Bildungssparen,","507",NA
"-    berufliche Weiterbildung","411",NA
"-   und lebenslanges Lernen fördern.","411",NA
"-    ",NA,NA
"-   Wir Liberale bekennen uns zum Bildungsföderalismus, denn er ermöglicht Freiheit, Vielfalt und Leistungswettbewerb.","301",NA
