"content","cmp_code"
"Wir sehen, wie die Agenturen über das Schicksal von ganzen Staaten mitentscheiden.","403"
"Ratingagenturen haften nicht für Fehleinstufungen und sind nicht an politische und wirtschaftliche Maßstäbe gebunden.","403"
"Daher müssen die Haftungsgrundlagen ausgeweitet und der Einfluss der Ratingagenturen bei der Finanzmarktregulierung eingedämmt werden.","403"
"Die Transparenz der Agenturen werden wir erhöhen und Interessenkonflikte beenden.","403"
"Insbesondere dürfen SchuldnerInnen nicht länger für ihre eigenen Ratings zahlen.","403"
"Deshalb werden wir uns auf europäischer Ebene dafür einsetzen, eine von den Banken unabhängige Ratingagentur zu gründen.","403"
"Wir fordern ein Trennbankensystem, weil es Märkte stabiler macht.","403"
"Geschäftsbereiche, in denen die Kreditinstitute Handelsgeschäfte auf eigene Rechnung tätigen, gehören daher strikt getrennt vom realwirtschaftlichen Finanzierungs- und Einlagengeschäft.","403"
"Eine wirksame Haftung ist konstitutiv für die Marktwirtschaft.","403"
"Für das Management von Fonds, Banken und Versicherungen heißt das: Der Kapitän geht mit dem Schiff unter.","403"
"Er ist haftbar für eigene Fehler und die seiner Untergebenen, Haftpflichtversicherungen für ManagerInnen dürfen das Risiko deswegen nicht vollständig übernehmen.","403"
"Gleiches gilt für KapitalgeberInnen, also die EigentümerInnen und GläubigerInnen von Banken.","403"
"Sie müssen um ihren Einsatz fürchten, denn nur dann werden sie das Management effektiv kontrollieren.","403"
"Wenn ihr Einsatz staatlich garantiert ist, wird das Management immer riskanter wirtschaften, da Profite an die KapitalgeberInnen fließen, während Verluste sozialisiert werden.","403"
"Erst wenn sie um ihren Einsatz fürchten müssen, entsteht ein Anreiz für EigentümerInnen, das Management effektiv zu kontrollieren.","403"
"Die Vergütung von ManagerInnen und HändlerInnen im Finanzsektor wollen wir so ausgestalten, dass sie sich am langfristigen Unternehmenserfolg statt an kurzfristigen Profiten ausrichtet.","403"
"Wir brauchen aber auch eine schlagkräftige Fusions- und Wettbewerbskontrolle auf dem Finanzmarkt, die sich dem Leitbild der vollständigen Konkurrenz in allen Teilfinanzmärkten verpflichtet fühlt und gegen Marktmacht und Marktkonzentration vorgeht.","403"
"Wir wollen das Kräfteverhältnis zwischen Regulierern und Regulierten zugunsten der Finanzaufsicht deutlich verbessern: materiell, rechtlich, personell, organisatorisch und informationell.","403"
"Viele Finanzgeschäfte finden nicht an regulierten Handelsplätzen statt, sondern direkt zwischen den Akteuren.","403"
"Der Nachteil: Die Aufsicht hat keine Chance einzugreifen.","403"
"Deswegen müssen diese Schattenmärkte ans Licht.","403"
"Europäische und langfristig internationale Regeln sollen dafür sorgen.","403"
"Auch der Hochfrequenzhandel mit superschnellen Computern braucht ein Tempolimit, so dass jede Order mindestens 1 Sekunde aufrechterhalten werden muss.","403"
"Das trägt dazu bei, die Finanzmärkte stabiler und damit sicherer zu machen.","403"
"Gleichzeitig wirkt hier die Finanztransaktionssteuer regulierend.","403"
"Das Platzen kreditfinanzierter Vermögensblasen hat enorme ökonomische, soziale und auch ökologische Folgewirkungen.","403"
"Um das Entstehen solcher Blasen zu verhindern, muss das Instrumentarium der Europäischen Zentralbank und Finanzmarktauf sicht weiterentwickelt werden.","403"
"Dazu und angesichts ihres massiven Bedeutungszuwachses braucht es – unter Wahrung der Unabhängigkeit der Zentralbank – auch eine offene Debatte über ihre Rolle und ihr Instrumentarium.","403"
"Wir wollen mehr privates Kapital in nachhaltige und klimafreundliche Anlagen lenken.","501"
"Dabei kommt den öffentlich-rechtlichen Kreditinstituten eine besondere Bedeutung zu.","501"
"Geldanlage ist auch eine ethische Frage – Investitionen etwa in Streumunitionshersteller wollen wir deshalb verbieten.","105"
"Außerdem gilt: Mit Essen spielt man nicht!","403"
"Fonds, Großbanken und anderen institutionellen Investoren gehört die Spekulation an diesen Märkten deshalb untersagt.","403"
"Ebenso müssen alle Händler strengen Berichtspflichten unterworfen sowie unverwässerte Positions-, Preis- und Tempolimits eingeführt werden.","403"
"Auch das sogenannte Land-Grabbing (Landnahme) gehört geächtet.","503"
"Wir setzen uns vehement dafür ein, dass Deutschland durch nationale Gesetze und internationale Vereinbarungen dazu beiträgt, dass Investoren und staatliche Institutionen die freiwilligen Leitlinien der Ernährungs- und Landwirtschaftsorganisation der Vereinten Nationen zu Landrechten, Fischgründen und Wäldern einhalten.","503"
"Zudem muss die Vergabe von Entwicklungskrediten an die Einhaltung der Leitlinien geknüpft werden.","503"
"Die Überwachung der Solidität der Finanzinstitute steht oft in einem Interessenkonflikt zum Verbraucherschutz.","403"
"Wir fordern daher einen Ausbau des Verbraucherschutzes für Finanzprodukte.","403"
"Finanzberatung durch provisionsbasierte Finanzprodukte erfolgt heute oftmals nicht im Interesse der KundInnen, sondern im Interesse von FinanzvermittlerInnen nach hohen Provisionen.","403"
"Provisionsgetriebene Falschberatung wollen wir verhindern.","403"
"Wir fordern eine verbraucherschutzorientierte Regulierung der Provisionen, so dass Beratung grundsätzlich unabhängig von der Provisionshöhe erfolgt.","403"
"Dazu ist auch ein völliges Provisionsverbot in der Diskussion, welches in anderen europäischen Ländern bereits besteht.","403"
"Als echte Alternative wollen wir die Honorarberatung, z. B. durch die Schaffung eines einheitlichen Berufsbildes, stärken.","403"
"Des Weiteren müssen private EndverbraucherInnen besser über die Risiken von Finanzprodukten informiert werden.","403"
"Gleichzeitig wollen wir uns für mehr Finanzkompetenz aller einsetzen.","506"
"Nur wenn wir die Strukturen und Instrumente der Finanzmärkte verstehen, können wir die Nachfrage nach nachhaltigen Anlageformen weiter verstärken und die Transparenz der Märkte erhöhen.","506"
"Die Stabilisierung der Finanzmärkte hat gewaltige Kosten verursacht, an denen sich der Sektor bisher kaum beteiligt hat.","403"
"Eine Finanztransaktionssteuer, die alle Finanzmarktgeschäfte mit einbezieht, kann einen Teil der Kosten begleichen.","403"
"Dabei stehen wir GRÜNE weiterhin zu unserer Forderung, einen großen Teil der Einnahmen in die Bekämpfung der weltweiten Armut","107"
"und den globalen Klimaschutz fließen zu lassen","501"
"sowie die Finanztransaktionssteuer ins Gemeinschaftsrecht und in den EU-Haushalt zu überführen.","108"
"Der Beschluss in zunächst elf europäischen Ländern, eine Finanztransaktionssteuer einführen zu wollen, ist ein Erfolg der globali-sierungskritischen Bewegung und grüner Politik.","403"
"Bei der weiteren Ausgestaltung dieser Steuer wollen wir darauf hinwirken, dass alle Finanztransaktionen, auch die außerbörslichen, möglichst europaweit besteuert werden.","403"
"Die Höhe der Finanztransaktionssteuer wollen wir nach Produktart und Risiko differenzieren.","403"
"Dazu gehört auch, dass die Regierung endlich für Transparenz bei den Bankenrettungen sorgt und veröffentlicht, wie viel die Rettung der Banken die SteuerzahlerInnen bisher gekostet hat.","202"
"Nur ein stabiler Finanzsektor kann die Unternehmen und VerbraucherInnen mit Krediten versorgen.","403"
"Das deutsche Drei-Säulen-System aus Sparkassen, Genossenschafts- und Privatbanken hat sich hier bewährt.","601"
"Kleinstbanken sollen deshalb von bürokratischen Anforderungen entlastet werden.","303"
"So kann auch endlich genügend Personal für die Bankenaufsicht eingesetzt werden.","403"
"Seit der Finanzkrise wächst der Sektor der nachhaltigen Banken rasant.","416"
"Sie zeigen, dass ein anderer Finanzsektor möglich ist.","416"
"Diese Banken setzen sich selbst strenge Regeln für ein nachhaltiges Verhalten und lassen in der Regel ihre KundInnen über ihre Aktivitäten entscheiden.","416"
"Die meisten sind genossenschaftlich organisiert und handeln nicht primär gewinnorientiert.","416"
"Grüne Politik unterstützt nachhaltige Banken regulatorisch.","402"
"4. Kleine und mittlere Unternehmen stärken",NA
"Der Mittelstand ist das Rückgrat unserer Volkswirtschaft.","401"
"Die vielen kleinen und mittelständischen Unternehmen erforschen und entwickeln innovative und kreative Lösungen.","401"
"Wir rücken sie deshalb in den Fokus unserer Wirtschaftspolitik und unterstützen eine Gesellschaft, in der Selbständigkeit eine realistische Option ist.","401"
"Wir werden daran arbeiten, dass Mittelstand und familiengeführte Unternehmen in Deutschland auch weiterhin gute Standortbedingungen vorfinden.","402"
"Dazu haben wir die Bedürfnisse dieser Unternehmen nicht nur bei der Wirtschafts-, sondern auch bei der Infrastruktur-, Bildungs- und Steuerpolitik im Blick.","402"
"Hierzu gehört auch, die unfairen Wettbewerbsvorteile internationaler Konzerne durch Steuergestaltungsmodelle zu beenden.","403"
"Handwerk hat goldenen Boden – Handwerk hat grünen Boden!","402"
"Das Handwerk hat für den Klimaschutz und bei der Ressourceneinsparung eine zentrale Rolle.","501"
"Damit Häuser eine bessere Wärmedämmung bekommen, damit mehr repariert als weggeworfen wird, damit mehr Solarmodule auf die Dächer kommen – für all das werden hunderttausende gut qualifizierte Handwerkerinnen und Handwerker gebraucht.","411"
"Dazu braucht das Handwerk gute Ausbildungsbedingungen und Fortbildungsmöglichkeiten.","411"
"Faire und vergleichbare Bedingungen sind die Voraussetzung, damit kleine und mittlere Unternehmen im Wettbewerb bestehen können.","403"
"Wir wollen deshalb die Möglichkeit schaffen, einzelne Anbieter bei übergroßer Marktmacht zur Aufgabe von Unternehmens- und Marktanteilen zu zwingen.","403"
"Das Wettbewerbsrecht braucht neue Instrumente, die verhindern, dass Unternehmen sich Wettbewerbsvorteile verschaffen, indem sie ökologische und soziale Kosten auf Umwelt und Gesellschaft verlagern.","403"
"Durch Wettbewerbsverstöße werden VerbraucherInnen geschädigt, deshalb müssen deren Rechte im Kartellrecht gestärkt werden.","403"
"Wir wollen durch Novellierung des GWB das Bundeskartellamt bei der Regulierung von oligopolistischen und monopolistischen Märkten stärken und prüfen, wie durch Änderungen im Gesetz gegen den unlauteren Wettbewerb einem Abwälzen privater Kosten auf die Gemeinschaft und der Nichtbilanzierung der von einem Wirtschaftssubjekt verursachten Umweltschäden (Externalisierung) entgegengewirkt werden kann.","403"
"Wir fördern das gesellschaftliche Innovationsklima auch durch Entbürokratisierung und Beratung durch Lotsendienste.","303"
"Klar ist für uns auch, dass die Kammern als Interessenvertretung der ganzen Wirtschaft durchsichtiger, interkultureller und demokratischer werden müssen.","202"
"Zudem erwarten wir, dass sie sich künftig verstärkt darum bemühen, mehr kleinere und mittlere Unternehmen, Unternehmer mit Migrationshintergrund und Frauen für ihre Gremien gewinnen.","503"
"Sonst ist die Pflichtmitgliedschaft nicht länger vertretbar.","503"
"Die Doppelmitgliedschaft in Kammern wollen wir ersatzlos streichen.","0"
"Die Bedingungen für Existenzgründungen verbessern wir, indem wir Gründungshemmnisse abbauen.","402"
"Neue Unternehmungen sind für uns kein bürokratischer Akt, sondern kreativer Aufbruch, der Innovationen und Arbeitsplätze ermöglicht und persönliche Freiheit verwirklicht.","401"
"Dafür fordern wir bei Gründungen aber auch eine bedarfsgerechtere finanzielle Ausstattung","402"
"und zielgerichtete Angebote für die Unternehmensgründungen von Frauen, auch und besonders für Wiedereinsteigerinnen.","402"
"Die Förderung in die Selbständigkeit muss auch für alle gründungswilligen Arbeitssuchenden gewährleistet sein.","402"
"Und wir brauchen bessere Beratungsangebote.","402"
"Gerade die jeweiligen Potentiale von Menschen mit Migrationsgeschichte sowie die Potentiale von Menschen mit Behinderungen müssen individuell gefördert werden.","402"
"Unser Konzept der Vermögensabgabe haben wir so gestaltet, dass Selbständigen und Unternehmern, die nicht in der gesetzlichen Rentenversicherung sind, ein armutsfestes und auskömmliches Alterseinkommen aus eigenem Vermögen ermöglicht wird.","503"
"Außerdem wollen wir Selbständige, die keine ausreichende anderweitige Vorsorge haben, in die gesetzliche Rentenversicherung so einbeziehen, dass es sie finanziell nicht überfordert und sich ihnen so auch ein Weg in die Garantierente eröffnet.","504"
"Kleine und mittlere Unternehmen wollen wir steuerlich fördern.","402"
"Wir schaffen die Möglichkeit zur Poolabschreibung bei den geringwertigen Wirtschaftsgütern ab und erhöhen die Grenze zur Sofortabsetzbarkeit, um so die Liquidität zu verbessern.","402"
"Die steuerliche Förderung einbehaltener Gewinne (Thesaurierung) soll so ausgestaltet werden, dass auch kleinen Unternehmen diese Form der Stärkung ihres Eigenkapitals und ihrer Investitionsfähigkeit offen steht.","402"
"Eine 15%ige Steuergutschrift für Forschungsausgaben für Unternehmen mit bis zu 250 Beschäftigten soll die innovativen Kräfte kleiner und mittelgroßer Unternehmen unbürokratisch stärken, wofür wir allein im Bundeshaushalt 200 Mio. Euro einplanen.","411"
"Die Projektförderung ist für kleine Unternehmen administrativ zu aufwendig und wird deshalb entsprechend kaum genutzt.","402"
"Durch eine Steuergutschrift für diese Unternehmen kann eine Benachteiligung gegenüber großen Konzernen abgebaut werden.","402"
"Im Osten Deutschlands hat sich seit dem Fall der Mauer eine andere, deutlich kleinteiligere Unternehmensstruktur herausgebildet als im Westen Deutschlands.","402"
"Das hat auch erhebliche Konsequenzen für die Forschungslandschaft im Osten Deutschlands, die viel stärker eine staatlich geförderte sein muss, weil die durchschnittlichen Betriebsgrößen im Osten eine eigene Forschung nicht zulassen.","503"
"Da ist auch der Bund gefordert, denn der Osten braucht eine Innovations- und Forschungsoffensive sowie Unterstützung beim Technologietransfer und der Clusterbildung.","411"
"Wir verbessern den Zugang zu Wagniskapital und die breitere Versorgung mit Mikrokrediten.","402"
"Für eine kreative Geschäftsidee, die vielleicht erst auf den zweiten Blick überzeugt, soll das ebenso möglich sein wie für jemanden, der schon mal mit einem Unternehmen gescheitert ist und jetzt eine zweite Chance sucht.","402"
"Wir wollen eine Überarbeitung der Sanierungsklausel prüfen, die EU-rechtskonform ist und neben dem Erhalt von Arbeitsplätzen auch das Weiterführen von innovativen Unternehmen ermöglicht.","402"
"Die Sanierungsklausel muss dabei so gestaltet werden, dass Missbrauch verhindert und gleichermaßen eine Fortführung von Unternehmen mit positiver Fortführungsprognose ermöglicht wird.","402"
"GründerInnenzentren können mittels ihrer Marketing- und Finanzkompetenz jungen Unternehmen und ExistenzgründerInnen zum Erfolg am Markt verhelfen bzw. notfalls auch rechtzeitig die Reißleine vor Überschuldung ziehen, wenn keine Aussicht auf einen Markterfolg besteht.","402"
"Die Kultur- und Kreativwirtschaft ist ein bedeutender Wirtschaftsfaktor, der Arbeitsplätze schafft und zur Wertschöpfung beiträgt.","402"
"Doch die Rahmenbedingungen für die in der Regel sehr kleinen Unternehmen müssen durch die soziale Absicherung und einen leichteren Zugang zu Darlehen oder Mikrokrediten verbessert werden.","402"
"Das Patentrecht entwickeln wir weiter, denn es soll die Kultur der Selbständigkeit befördern und nicht hemmen.","401"
"Der Patentschutz soll sich auf neue Produkte und Ideen beschränken und nicht als Mittel gegen NeugründerInnen eingesetzt werden können.","401"
"Das müssen wir innerhalb der EU regeln:","108"
"Wir setzen uns für eine Reform des europäischen Patentwesens und die Kontrolle durch das Europäische Parlament ein.","108"
"Patente auf Lebewesen sind zu verbieten.","501"
"5. Es gibt viel zu tun – von Menschen für Menschen",NA
"Hochwertige soziale Dienstleistungen in Gesundheit, Pflege und Bildung sind entscheidend für die Qualität unseres gesellschaftlichen Zusammenlebens.","606"
"Sie sind darüber hinaus selbst ein bedeutender und sich dynamisch entwickelnder Wirtschaftszweig.","402"
"Bis 2020 werden allein im Gesundheitssystem über sechs Millionen Menschen beschäftigt sein.","701"
"Doch weder die Ausrichtung der bisherigen Wirtschaftspolitik noch die bescheidenen Gehälter und belastenden Arbeitsbedingungen werden dieser Bedeutung gerecht.","701"
"Während in anderen Branchen hohe Boni ausgeschüttet werden, bleiben Gehälter und Arbeitsumfeld in den sozialen Dienstleistungen hinter ihrem gesellschaftlichen Wert zurück.","701"
"Eine Kultur der Anerkennung fehlt in diesem Bereich völlig.","701"
"PflegerInnen, Hebammen, Krankenschwestern oder KindergärtnerInnen schaffen die Grundvoraussetzungen für erfolgreiches Wirtschaften.","701"
"Grüne Politik für die sozialen Dienstleistungen sichert nachhaltig deren Finanzierung,","504"
"fördert Forschung und Innovationen,","411"
"steigert die Attraktivität von Gesundheits-, Pflege- und Bildungsberufen und bekämpft Lohndumping.","701"
"Wir schaffen neue, gute Arbeit durch ein verbindliches und qualitätsvolles Angebot der frühkindlichen Betreuung an alle Eltern,","701"
"den Ausbau der Ganztagsschulen","506"
"und mehr Personal an Hochschulen","605"
"sowie den Ausbau der Prävention zur dritten Säule des Gesundheitswesens.","504"
"Wir erweitern den Innovationsbegriff um soziale Innovationen und werden Dienstleistungen als Forschungsfeld stärker gewichten.","411"
"Soziale Dienstleistungen werden oft von gemeinnützigen Trägern, von Kirchen und Wohlfahrtsverbänden erbracht.","403"
"Zentral dabei ist, dass bei der Auftragsvergabe nicht nur die Kosten, sondern auch die Qualität der Dienstleistung sichergestellt ist.","403"
"Die Vergabe von sozialen Dienstleistungen kann nicht nach denselben Kriterien erfolgen wie die Beschaffung von Computern, Briefumschlägen oder Bleistiften.","403"
"Wie wir das Arbeitsrecht in solchen Dienstleistungen ändern wollen, haben wir im Kapitel „Teilhabe an guter Arbeit“ beschrieben.","0"
"6. Solidarische Ökonomie fördern",NA
"Solidarische Ökonomie bedeutet für uns, unser Handeln an den Leitlinien sozialer, ökologischer und ökonomischer Nachhaltigkeit auszurichten.","416"
"Wir fördern die verschiedenen Ansätze solidarischer Ökonomie, weil darin die Freiheit selbstbestimmten Handelns und Demokratie mit sozialer Gerechtigkeit verbunden wird.","416"
"Hierbei knüpfen wir an erfolgreiche Beispiele wie BürgerInnenenergie-Genossenschaften oder lokale KonsumentInnen- und ErzeugerInnen-Gemeinschaften an.","416"
"Die Direktvermarktung von Ökostrom aus Genossenschaften und BürgerInnengemeinschaftsanlagen soll gestärkt werden, um Anreize zur dezentralen Stromerzeugung zu schaffen.","408"
"Ein wesentlicher Faktor ist dabei die Genossenschaftsbewegung.","408"
"Wir wollen Gründungen in diesem Bereich erleichtern, genossenschaftliche Dienstleistungen einem breiteren Kreis zugänglich machen und ihre Weiterentwicklung fördern.","402"
"Dazu entbürokratisieren wir die genossenschaftliche Rechtsform, z. B. durch eine Entlastung bei den Prüfungspflichten.","303"
"Gleichzeitig beenden wir die Benachteiligung von Gemeinschaftsunternehmen besonders bei Gründungs-und Förderprogrammen und erleichtern den Zugang zu Finanzierungsdienstleistungen.","402"
"Darüber hinaus wollen wir ressourcenschonende Geschäfts- und Dienstleistungsmodelle mit gemeinschaftlicher Nutzung fördern, bei denen der Gebrauch statt des Besitzes im Vordergrund steht.","402"
"Dazu gehören Carsharing-Modelle ebenso wie generationenübergreifende Wohngemeinschaften, die eine Lösung für knapper werdenden Wohnraum in Großstädten bieten.","402"
"Für Anbieter und VerbraucherInnen von Tausch-, Teil- und Verleihdienstleistungen sowie für die Open-Source- und Freie-Software-Bewegung wollen wir deshalb Rechtssicherheit schaffen.","402"
"Ebenso unterstützen wir solidarische Handelsnetze sowie Regionalgeldinitiativen, um regionale Wertschöpfung zu fördern.","402"
"Die Übernahme eines vor oder in der Insolvenz stehenden Unternehmens durch die Mitarbeiterinnen und Mitarbeiter kann ein geeignetes Instrument sein, um Arbeitsplätze auf der Basis nachhaltigen Wirtschaftens zu sichern.","701"
"Dies wollen wir unterstützen, etwa durch ein Vorkaufsrecht bei Betriebsübergang.","701"
"Um den MitarbeiterInnen die Ausübung des Vorkaufsrechts zu ermöglichen, bedarf es geeigneter Finanzierungsinstrumente.","701"
"Mit der Förderung der solidarischen Ökonomie erschließen wir neue Möglichkeiten der ökonomischen Teilhabe und Mitbestimmung.","503"
"7. Nachhaltiges Wirtschaften statt blinden Wachstums",NA
"Die einseitige Fixierung auf das Wachstum des Bruttoinlandsproduktes als Kriterium für wirtschaftlichen und gesellschaftlichen Erfolg ist nicht länger hinnehmbar.","416"
"In dieser Kennzahl bilden sich Wohlstand und Lebensqualität nur sehr schlecht ab, soziale Sicherheit, Gleichstellung von Frauen und Männern, gute Bildung oder eine intakte Umwelt gar nicht.","416"
"Hohe Unfallzahlen, Immobilienblasen oder ein verschwenderischer Ressourcenverbrauch mit einhergehender Umweltzerstörung erhöhen das Wachstum, sind aber höchst schädlich für Wohlstand und Lebensqualität.","416"
"Wachstum der Wirtschaft, gemessen an der Steigerung des Bruttoinlandsprodukts, ist deshalb weder Ziel unseres politischen Handelns noch ein ausreichendes Mittel zur Erreichung unserer politischen Ziele.","416"
"In der Frage der Entkopplung von Wirtschaftswachstum und Umweltverbrauch liegt die Herausforderung in der absoluten Reduktion des gegenwärtigen globalen Ressourcenverbrauchs.","416"
"Wir setzen uns für weitreichende Effizienzverbesserungen ein und für politische, wirtschaftliche, soziale und kulturelle Rahmenbedingungen, innerhalb deren diese wirksam werden können.","416"
"Die Wertschätzung eines Menschen durch die Gesellschaft darf nicht vorrangig von seinem materiellen Besitz oder Eigentum abhängen.","503"
"Und wir setzen uns für eine Beschleunigung der ökologisch-transformatorischen Prozesse von Wirtschaft und Gesellschaft ein mit der Zielsetzung, Klima- und Ressourcenschutz umfassend im gelebten Alltag zu verankern.","501"
"Dazu braucht es verbindliche soziale und ökologische Leitplanken für das Handeln von Unternehmen und KonsumentInnen.","416"
"Wir brauchen neue Indikatoren, die neben den ökonomischen Aspekten auch den ökologischen und sozialen Zustand unseres Landes abbilden.","416"
"Im Rahmen der von uns angestoßenen Enquete-Kommission des Deutschen Bundestages „Wachstum, Wohlstand, Lebensqualität“ haben wir darum einen neuen Wohlstandsindikator erarbeitet, den „grünen Wohlstandskompass“.","416"
"Er bemisst Wohlstand an der Lebensqualität aller Menschen und dem Zustand unserer Umwelt, indem er u. a. den ökologischen Fußabdruck als Maß für den Ressourcenverbrauch mit einbezieht.","416"
"Auch Wirtschaftspolitik muss sich an den Zielen der Nachhaltigkeit ausrichten.","416"
"Dazu wollen wir ein neues Wohlstands- und Nachhaltigkeitsgesetz ausarbeiten, das an die Stelle des überholten „Stabilitäts- und Wachstumsgesetzes“ tritt.","416"
"Die Frage nach der Bedeutung des Wirtschaftswachstums stellt sich jedoch auch langfristig.","416"
"Wenn das Wachstum ausbleibt, drohen gesellschaftliche Verteilungskonflikte.","416"
"Rezessionen lassen die Arbeitslosigkeit ansteigen, üben Druck auf die Sozialsysteme aus und führen zu einer höheren Staatsverschuldung.","416"
"Wir müssen uns vor diesem Hintergrund die Frage stellen, wie wir mit stetig sinkenden Wachstumsraten umgehen, wie sie in der industrialisierten Welt seit Jahrzehnten erzielt werden.","416"
"Wir streben daher an, die Wachstumsabhängigkeit unserer Wirtschaft langfristig zu reduzieren.","416"
"Die Diskussion um die richtigen Mittel dazu wurde von uns bereits in der Enquete angestoßen und sollte im parlamentarischen Raum, mit der Wissenschaft und den Kräften der Zivilgesellschaft weitergeführt werden.","416"
"BÜNDNIS 90/DIE GRÜNEN setzen sich von jeher für eine Beschleunigung der ökologisch-transformatorischen Prozesse von Wirtschaft und Gesellschaft ein mit der Zielsetzung, Klima- und Ressourcenschutz umfassend im gelebten Alltag zu verankern.","416"
"Durch ein innovatives Ordnungsrecht,","403"
"die Abschaffung klima-und umweltschädlicher Subventionen,","501"
"öffentliche Investitionen","409"
"sowie Marktanreiz-","402"
"Und Forschungsprogramme schafft grüne Politik die Rahmenbedingungen für ein regeneratives Wirtschaften.","411"
"Um Wirtschaftskreisläufe langfristig regenerativ und nachhaltig auszurichten, ist darüber hinaus eine noch stärkere zentrale Verankerung des Nachhaltigkeitsprinzips über Anpassungen im Wettbewerbs- und Vermögensrecht notwendig","416"
"und sollte auch auf kulturelle und soziale Gemeingüter ausgedehnt werden, um deren volle Vielfalt vor Ausbeutung und damit langfristiger Zerstörung durch Wirtschaftsprozesse zu schützen.","416"
"Wer GRÜN wählt ...",NA
"9 bringt grünes Wirtschaften voran, in Industrie und Dienstleistungen, in der Bundesrepublik und in Europa –","416"
"und schafft so viele neue Arbeitsplätze.","701"
"9 reguliert wirksam die Finanzmärkte, so dass sie wieder im Dienst von Mensch und Unternehmen stehen.","403"
"9 schafft faire Wettbewerbsbedingungen,","403"
"fördert Innovation","411"
"und hat keine Scheu vor der Auseinandersetzung mit großen Playern.","403"
"9  arbeitet mit an einem demokratischen und solidarischenEuropa, in dem die Reform lasten nicht bei den Ärmstenabgeladen werden.","202"
"9 unterstützt eine Politik, die die Lebensqualität der Menschen heute und morgen im Blick hat und auf solidarische Ökonomie setzt statt auf einen veralteten Wachstumsgedanken.","416"
"Schlüsselprojekte",NA
"Für eine Ressourceneffizienz-Allianz – Top-Runner-Prinzip einführen",NA
"Ressourceneffizienz heißt: Wir wollen nicht weiter die Substanz unserer Erde verbrauchen, statt von ihrem Ertrag zu leben.","501"
"Ressourceneffizienz ist eine ökologische Innovationsstrategie, die den Bedarf an Rohstoffimporten senkt und durch Kostensenkung bei Material statt bei Löhnen Wettbewerbsfähigkeit erhöht.","501"
"Deshalb wollen wir eine Ressourceneffizienz-Allianz zustande bringen, an der sich Wirtschaft, Forschung, NGOs, Politik und Verwaltung beteiligen.","405"
"Sie soll dazu beitragen, dass Unternehmen noch stärker auf Ressourcen- und Materialeffizienz achten.","501"
"Beim Top-Runner-Prinzip gibt das umweltverträglichste und effizienteste Produkt den Standard vor, den alle anderen in vorgegebener Zeit erreichen müssen.","501"
"Das bisher zahnlose Programm für Ressourceneffizienz (ProgRess) wollen wir weiterentwickeln und um verbindliche und ambitionierte Recyclingquoten sowie Rücknahmepflichten für Hersteller ergänzen.","501"
"Dies unterstützen wir unter anderem durch eine faire und nachhaltige öffentliche Beschaffungspolitik.","416"
"Die Finanzmärkte neu ordnen – eine Schuldenbremse für Banken",NA
"Die mangelhafte Regulierung der Finanzmärkte hat die Welt in eine historische Finanz- und Wirtschaftskrise gestürzt.","403"
"Seitdem ist kaum et-was passiert.","403"
"SteuerzahlerInnen sollen nicht wieder für das Fehlverhalten der Finanzindustrie zahlen müssen.","403"
"Dazu brauchen wir neben einer Europäischen Bankenunion mit schlagkräftiger Aufsicht und bankenfinanziertem Rettungsfonds vor allem eine verbindliche Schuldenbremse für Banken.","403"
"Banken müssen bis 2017 mindestens 3 % Eigenkapital im Verhältnis zu ihrer Bilanzsumme vorhalten.","403"
"Diese Schuldenbremse wird die hochspekulativen Geschäfte der Vergangenheit faktisch unmöglich machen und das Finanzsystem deutlich stabilisieren.","403"
"Wirtschaftswachstum ist nicht das Maß der Dinge – neue Indikatoren für Wohlstand und Lebensqualität",NA
"Die Fixierung von Politik und Medien auf das Bruttoinlandsprodukt (BIP) hat uns in die Irre geführt.","416"
"Der Raubbau an Mensch und Natur wurde uns als Wachstumserfolg verkauft.","416"
"Aber über die wichtigsten Dinge, die ein Land erfolgreich und das Leben lebenswert machen, sagt das BIP nichts aus.","416"
"Ist Wachstum mit Umweltzerstörung und Ungerechtigkeit erkauft, macht uns das unter dem Strich sogar ärmer.","416"
"Deshalb brauchen wir einen neuen Gradmesser für Wohlstand und Lebensqualität.","416"
"Dafür etablieren wir einen neuen Wohlstandsindikator.","416"
"Der „grüne Wohlstandskompass“ umfasst auch die sozialen und ökologischen Aspekte.","416"
"Entsprechend fordern wir für Unternehmen ab einer bestimmten Größe neben der vorgeschriebenen finanziellen auch eine verpflichtende Nachhaltigkeitsberichterstattung über soziale und ökologische Kennzahlen.","416"
"So können wir der wirtschaftlichen Entwicklung eine grüne Richtung geben.","416"
"D. Besser haushalten",NA
"Warum wir einen handlungsfähigen Staat nicht auf Pump finanzieren dürfen",NA
"Es gibt viel zu tun.","414"
"Aber der ökologische Umbau, der Bildungsaufbruch und der soziale Ausgleich können nur mit einem handlungsfähigen Staat gelingen.","414"
"Dazu braucht der Staat eine solide und solidarische Finanzierung, denn eine Politik auf Pump können wir uns nicht mehr leisten.","414"
"Die Schuldenbremsen von Bund und Ländern sagen nichts anderes, als dass Ausgaben und Einnahmen in einem stabilen Gleichgewicht stehen müssen.","414"
"Die enorme Verschuldung aller öffentlichen Haushalte ist auch das Ergebnis der unehrlichen Finanzpolitik der vergangenen Jahrzehnte, die die neoliberale Regierung unter Merkel auf die Spitze treibt:","414"
